category,state,name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Repair,Indianapolis IN,United Auto Workers,(317) 247-6661,2320 S Tibbs Ave Ste XXX,"Indianapolis, IN 46241",IN,46241.0,http://uaw.org,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Los Angeles CA,Brothers Auto Glass,(323) 564-2726,9651 S Alameda St,"Los Angeles, CA 90002",CA,90002.0,https://brotherautoglass.com,,32 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto AC Repair,Philadelphia PA,Bj's Imported Car Service,(215) 924-8180,6102 N Broad St,"Philadelphia, PA 19141",PA,19141.0,http://yellowpages.com/philadelphia-pa/mip/gs-general-auto-repair-2559127,,(1),no,,,,,,,65,success,USA,Auto Services
Radiator Repair,Philadelphia PA,A One Automobile Sales & Repair,(215) 545-5444,2433 Washington Ave,"Philadelphia, PA 19146",PA,19146.0,http://aoneautomobilesalesrepair.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Los Angeles CA,O'Reilly Auto Parts,(213) 741-0003,2700 S Main St,"Los Angeles, CA 90007",CA,90007.0,http://oreillyauto.com,,,no,,,,,,,50,success,USA,Auto Services
Car Stereo Systems,Chicago IL,Rim City,(773) 342-0621,4253 W Grand Ave,"Chicago, IL 60651",IL,60651.0,http://rimcityil.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Los Angeles CA,Tony's Auto Wrecking,(323) 227-4089,910 N San Fernando Rd,"Los Angeles, CA 90065",CA,90065.0,http://tonysautowrecking.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Indianapolis IN,Fast Auto,(463) 221-2906,4446 Old Allisonville Rd,"Indianapolis, IN 46205",IN,46205.0,http://fastautoin.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Orlando FL,ALL PRO TOWING CENTERS,(407) 451-3256,,,,,http://allprotowingcenters.localsearch.com,,26 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Houston TX,Willies Automotive,(713) 738-1450,5213 S Acres Dr,"Houston, TX 77048",TX,77048.0,https://www.willieautomotiveinc.com,,37 Years,no,,number77autorepairinc@gmail.com,https://facebook.com/willieautomotive,,"Looking for expert auto repair and towing in Lakeland, FL? Willie Automotive & Towing Service offers reliable repairs, maintenance & 24/7 towing. Call us today!",https://irp.cdn-website.com/00f03d56/dms3rep/multi/favicon.png,75,success,USA,Auto Services
Auto Repair,Houston TX,Texon Motor Center,(713) 526-2701,1127 W 34th St,"Houston, TX 77018",TX,77018.0,http://www.texonmotorcenter.com,,(79),no,,,,,,,0,timeout,USA,Auto Services
Auto AC Repair,Philadelphia PA,Juniper Auto Repair Inc,(215) 952-6830,1900 W Moyamensing Ave,"Philadelphia, PA 19145",PA,19145.0,http://juniperautorepair.com,,(1),no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Los Angeles CA,Alvarado Test Only Center,(213) 353-9727,822 N Alvarado St,"Los Angeles, CA 90026",CA,90026.0,,,25 Years,no,,,,,,,0,error,USA,Auto Services
Roadside Assistance,Orlando FL,A PLUS AUTOMOTIVE MOBILE REPAIR AND TOWING,(407) 445-3171,,,,,http://aplusautomotivemobilerepairandtowing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Louisville KY,Willcox Corvette,(812) 288-7103,123 E Maple St,"Jeffersonville, IN 47130",IN,47130.0,http://willcoxcorvette.com,,(3),no,,,,,,,0,error,USA,Auto Services
Roadside Assistance,Orlando FL,Guardian Investigations And Recovery Agency,(407) 535-6519,,,,,http://guardianinvestigationsandrecoveryagency.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,Gabe's Auto Repair,(215) 289-1378,1961 E Cheltenham Ave,"Philadelphia, PA 19124",PA,19124.0,http://yellowpages.com/philadelphia-pa/mip/bad-lanz-customs-17263475,,(1),no,,,,,,,65,success,USA,Auto Services
Auto Repair,Indianapolis IN,Jeff's Auto Care,(317) 717-3606,3502 Manor Ct,"Indianapolis, IN 46218",IN,46218.0,https://www.jeffsautocare.com,,,no,,,,,You can trust Jeff's Auto Care to maintain or repair your vehicle correctly every time. Expert technicians and real-world knowledge. Schedule online today!,https://jeffsautocare.com/wp-content/uploads/cropped-favicon-new-32x32.png,70,success,USA,Auto Services
Auto Repair,Houston TX,A Ok Automotive,(713) 462-8899,9566 Kempwood Dr,"Houston, TX 77080",TX,77080.0,http://yellowpages.com/houston-tx/mip/g-s-automotive-3920430,,33 Years,no,,,,,,,65,success,USA,Auto Services
Automotive Machine Shops,Seattle WA,Ballard Machine Co,(206) 659-6033,5107 Ballard Ave NW,"Seattle, WA 98107",WA,98107.0,http://ballardmachineworks.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Miami FL,A A & E Tire Repair New & Used,(954) 374-9852,409 N Dixie Hwy,"Hallandale Beach, FL 33009",FL,33009.0,http://aaetirerepairnewused.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Austin TX,Javi's Paint & Body,(512) 571-8252,1307 E 7th St,"Austin, TX 78702",TX,78702.0,http://javispaintbody.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Radiator Repair,Philadelphia PA,Ken's Automobile,(215) 829-9898,10 Callowhill St,"Philadelphia, PA 19123",PA,19123.0,http://kensautomobile.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Los Angeles CA,Accesorios Mexico,(323) 232-5061,4433 S Alameda St,"Los Angeles, CA 90058",CA,90058.0,http://accesoriosmexico.localsearch.com,,28 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Indianapolis IN,Fatmans Auto Repair,(317) 438-6207,3008 Station St,"Indianapolis, IN 46218",IN,46218.0,https://fatmansautorepair.ueniweb.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Body Shops,Austin TX,Austin Corvette,(512) 339-8388,10720 N Lamar Blvd,"Austin, TX 78753",TX,78753.0,https://www.austincorvette.com,,,no,,"c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com","https://instagram.com/wix, http://www.facebook.com/wix",,"We at Austin Corvette restore and repair all years of Corvettes, vintage and antique automobiles 
",https://static.wixstatic.com/media/0c8e53_39b646efc9f54d8fbf6c8dee16a8b034%7Emv2.jpg/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/0c8e53_39b646efc9f54d8fbf6c8dee16a8b034%7Emv2.jpg,75,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,George's Auto Sales,(267) 686-4355,6031 Harbison Ave,"Philadelphia, PA 19135",PA,19135.0,http://yellowpages.com/philadelphia-pa/mip/j-t-auto-connections-inc-9338226,,(1),no,,,,,,,65,success,USA,Auto Services
Tire Shops,Los Angeles CA,Fregosos Tires,(323) 731-6553,3814 W Washington Blvd,"Los Angeles, CA 90018",CA,90018.0,http://fregosostires.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Los Angeles CA,Kt,(323) 933-8455,1163 S La Brea Ave,"Los Angeles, CA 90019",CA,90019.0,http://yellowpages.com/los-angeles-ca/mip/omni-auto-body-and-motorsports-538465925,,(1),no,,,,,,,65,success,USA,Auto Services
Tire Repair,Orlando FL,Don Allen Tire & Automotive,(407) 877-2131,1307 Green Forest Ct,"Winter Garden, FL 34787",FL,34787.0,http://www.donallensautorepair.com,,(1),no,,,,,,,0,error,USA,Auto Services
Auto Body Shops,Austin TX,Harp William,(512) 944-3680,6820 Guadalupe St,"Austin, TX 78752",TX,78752.0,http://harpwilliam.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Orlando FL,On The Go Roadside,(513) 240-6000,,"Kissimmee, FL 34759",FL,34759.0,http://onthegoroadsidefl.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Roadside Assistance,Orlando FL,DJVV Automobile Mechanic Inc,(407) 613-1698,3101 Mccoy Rd,"Belle Isle, FL 32812",FL,32812.0,http://djvvautomobilemechanicinc.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Orlando FL,Tires On Your Time,(407) 680-7525,110 Obrien Rd,"Fern Park, FL 32730",FL,32730.0,https://www.tiresonyourtime.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Los Angeles CA,Raul Used Lexus Parts,(213) 531-0534,3731 Wilshire Blvd,"Los Angeles, CA 90010",CA,90010.0,http://yellowpages.com/los-angeles-ca/mip/raul-used-lexus-parts-475054190,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,Austin TX,Whitakers Paint and Body,(512) 448-4663,3500 S Lamar Blvd,"Austin, TX 78704",TX,78704.0,http://www.whitakersautobodyandpaint.com,,,no,,,,,"A great body shop with expert auto body repair, expert auto painting ,dent repair and superior hail damage repair. Meticulous auto body repair and auto trim is essential. Expert hail damage repair is also critical. Quality auto body repair requires meeting strict manufacturer specifications.",,70,success,USA,Auto Services
Tire Shops,Los Angeles CA,Tires R Us,(323) 750-5896,8140 S Vermont Ave,"Los Angeles, CA 90044",CA,90044.0,http://yellowpages.com/los-angeles-ca/mip/air-suspension-r-j-463706605,,,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Orlando FL,Pop-A-Lock,(407) 331-6777,512 Tivoli Ct,"Altamonte Springs, FL 32701",FL,32701.0,http://popalockorlando.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Louisville KY,Grade A Auto Parts & Scrap Metal Recycling,(502) 368-4040,7301 Grade Ln,"Louisville, KY 40219",KY,40219.0,http://www.gradeaautoparts.com,,38 Years,no,,,,,,data:;,65,success,USA,Auto Services
Radiator Repair,Philadelphia PA,Ace Group,(215) 640-5219,3401 Walnut St,"Philadelphia, PA 19104",PA,19104.0,http://yellowpages.com/philadelphia-pa/mip/midas-auto-service-experts-450861999,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Houston TX,R & T Auto Repair,(713) 772-4505,9651 Bissonnet St,"Houston, TX 77036",TX,77036.0,http://yellowpages.com/houston-tx/mip/j-auto-service-466119463,,,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Orlando FL,The Rad Factory,(407) 255-0462,12012 Lake Cypress Cir,"Orlando, FL 32828",FL,32828.0,http://www.facebook.com/radfactoryworks,,13 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Los Angeles CA,J J General Auto Repair,(323) 735-5289,1325 S Western Ave,"Los Angeles, CA 90006",CA,90006.0,http://covdove.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Cincinnati OH,O'Reilly Auto Parts,(513) 298-5407,4852 Wunnenberg Way,"West Chester, OH 45069",OH,45069.0,https://locations.oreillyauto.com/oh/westchester/autoparts-5638.html,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,Indianapolis IN,JTM Auto Care,(317) 252-5995,1902 E 46th St,"Indianapolis, IN 46205",IN,46205.0,http://jtmautocare.localsearch.com,,14 Years,no,,,,,,,60,success,USA,Auto Services
Tire Repair,Orlando FL,Tire Pro Semi Truck & Commercial Tire Sales and Service,(321) 689-3549,2098 Apopka Blvd,"Apopka, FL 32703",FL,32703.0,http://tireprosemitruckcommercialtiresalesandservice.localsearch.com,,14 Years,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,Car Stuff LLC,(502) 239-9554,5725 Bardstown Rd,"Louisville, KY 40291",KY,40291.0,http://carstuffllc.localsearch.com,,13 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Houston TX,Nick's Auto Service,(713) 343-8777,9910 Beechnut St,"Houston, TX 77036",TX,77036.0,http://yellowpages.com/houston-tx/mip/j-auto-service-466119463,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Los Angeles CA,Manuel Tire Shop,(323) 234-4230,2829 S Central Ave,"Los Angeles, CA 90011",CA,90011.0,http://www.menostires.com,,,no,,,,,,,0,error,USA,Auto Services
Radiator Repair,Philadelphia PA,Nu-Era Automotive Inc,(215) 467-4247,707 Tasker St,"Philadelphia, PA 19148",PA,19148.0,http://yellowpages.com/philadelphia-pa/mip/nicks-auto-sales-453384398,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Orlando FL,US Tire Imports,(407) 614-8344,12475 W Colonial Dr,"Winter Garden, FL 34787",FL,34787.0,http://www.ustireimports.com,,24 Years,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,Austin TX,Cys Car World,(512) 837-1818,11116 N Lamar Blvd,"Austin, TX 78753",TX,78753.0,https://www.cartalk.com/tx/austin/127318/cys-car-world-ii,,33 Years,no,,,,,,,75,success,USA,Auto Services
Radiator Repair,Philadelphia PA,"Supreme, Auto Service",(215) 551-0155,1100 E Moyamensing Ave,"Philadelphia, PA 19147",PA,19147.0,http://supremeautoservicepa.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,J & N Auto Sales & Repair,(215) 338-1405,4714 Ashburner St,"Philadelphia, PA 19136",PA,19136.0,http://yellowpages.com/philadelphia-pa/mip/fellah-auto-group-8427738,,(1),no,,,,,,,65,success,USA,Auto Services
Auto Repair,Indianapolis IN,Sharps Automotive,(317) 925-7424,W 30th St,"Indianapolis, IN 46222",IN,46222.0,http://sharpsautomotive.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,Liberty Imports Auto,(267) 343-3438,4357 Josephine St,"Philadelphia, PA 19124",PA,19124.0,https://www.libertyimportsauto.com,,(1),no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Los Angeles CA,Mak Tires Service,(323) 343-0401,2240 N Figueroa St,"Los Angeles, CA 90065",CA,90065.0,http://chamberofcommerce.com/.../12346841-mak-tires-service,,15 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Indianapolis IN,Masters Group A Uto Center,(317) 384-1465,3564 Lafayette Rd,"Indianapolis, IN 46222",IN,46222.0,http://mastersgroupautocenterin.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Los Angeles CA,O'Reilly Auto Parts,(323) 268-1327,3700 E Cesar E Chavez Ave,"Los Angeles, CA 90063",CA,90063.0,http://oreillyautoparts532202808.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Los Angeles CA,Nayarit Auto Parts,(323) 269-3115,4149 City Terrace Dr,"Los Angeles, CA 90063",CA,90063.0,http://nayaritautoparts.localsearch.com,,50 Years,no,,,,,,,65,success,USA,Auto Services
Radiator Repair,Philadelphia PA,Bao Auto Repair,(215) 644-8666,707 Tasker St,"Philadelphia, PA 19148",PA,19148.0,http://baoautorepair.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Los Angeles CA,Vasquez Tires,(323) 685-5778,4479 E Olympic Blvd,"Los Angeles, CA 90023",CA,90023.0,http://yellowpages.com/los-angeles-ca/mip/unlimited-tire-services-495595527,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Los Angeles CA,Fernando's Tires,(213) 250-9371,1301 W Sunset Blvd,"Los Angeles, CA 90026",CA,90026.0,http://fernandostires29648605.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Los Angeles CA,LA Auto Parts Co Inc,(323) 730-0907,3063 W Pico Blvd,"Los Angeles, CA 90006",CA,90006.0,https://localautoparts.net/California/L-A-Auto-Parts-Co-Inc-1533410,,,no,,,,,,,70,success,USA,Auto Services
Tire Repair,Miami FL,Falcon Tire Center,(305) 883-8393,12950 NW South River Dr,"Medley, FL 33178",FL,33178.0,http://www.falcontire.com,,(3),no,,,,,,,0,timeout,USA,Auto Services
Auto AC Repair,Philadelphia PA,Merlyn Garage,(215) 472-9934,6560 Haverford Ave,"Philadelphia, PA 19151",PA,19151.0,http://merlyngarage.localsearch.com,,(1),no,,,,,,,50,success,USA,Auto Services
Auto Parts,Louisville KY,American Transmission Center,(502) 968-4805,6313 Preston Hwy,"Louisville, KY 40219",KY,40219.0,http://www.americantransmissioncenter.wisebuyingmall.com,,(2),no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Philadelphia PA,Tire Mee Auto,(215) 869-1680,1828 W Cabot St,"Philadelphia, PA 19121",PA,19121.0,http://tiremeeauto.localsearch.com,,11 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Houston TX,Texas Auto Stop,(713) 433-7540,15220 S Post Oak Rd,"Houston, TX 77053",TX,77053.0,https://www.vroom.com/home,,,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Philadelphia PA,Sj Auto Repair,(215) 551-0963,1708 S Bancroft St,"Philadelphia, PA 19145",PA,19145.0,http://yellowpages.com/philadelphia-pa/mip/champion-auto-repair-460780519,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Houston TX,Affordable Complete Car Care,(281) 587-2607,12639A Veterans Memorial Dr,"Houston, TX 77014",TX,77014.0,http://www.affordablecarcare.net,,(1),no,,,,,,,0,error,USA,Auto Services
Roadside Assistance,Orlando FL,Discount Tire,(407) 260-8111,1385 E Altamonte Dr,"Altamonte Springs, FL 32701",FL,32701.0,http://discounttire1292187.localsearch.com,,24 Years,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Louisville KY,Franck Brothers Inc,(502) 454-0181,1709 Lincoln Ave,"Louisville, KY 40213",KY,40213.0,http://www.franckbros.com,,,no,,info@franckbrothers.com,,,,,70,success,USA,Auto Services
Auto Repair,Indianapolis IN,Armando Shop,(317) 213-5434,5300 Massachusetts Ave,"Indianapolis, IN 46218",IN,46218.0,http://armandoshop.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Cincinnati OH,O'Reilly Auto Parts,(513) 583-0241,3923 W State Route 22 3,"Loveland, OH 45140",OH,45140.0,https://locations.oreillyauto.com/oh/loveland/autoparts-2157.html,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,Houston TX,Maaco,(832) 548-9579,5625 Bellaire Blvd,"Houston, TX 77081",TX,77081.0,https://www.maaco.com/locations/tx/houston-11428,,(16),no,,,,,,,0,timeout,USA,Auto Services
Auto AC Repair,Philadelphia PA,Caliber Collision,(215) 742-2241,1225 Cottman Ave,"Philadelphia, PA 19111",PA,19111.0,https://www.caliber.com/find-a-location/northeast-philadelphia,,18 Years,no,,NortheastPhiladelphia@CaliberCollision.com,"https://www.facebook.com/calibercollisioncenters/, https://twitter.com/CaliberAutoBody, https://www.instagram.com/calibercollision/?hl=en",,Need auto collision repair in Northeast Philadelphia? Check out Caliber Collision's Northeast Philadelphia location today for repair services to get your vehicle fixed safely and quickly.,https://www.caliber.com/favicons/outline-bg/apple-icon-57x57.png,85,success,USA,Auto Services
Auto Repair,Indianapolis IN,O 2 Service,(317) 381-0770,5410 W Washington St,"Indianapolis, IN 46241",IN,46241.0,http://o2service.localsearch.com,,1 Year,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,L A Video Ent,(215) 673-9200,10771 Bustleton Ave,"Philadelphia, PA 19116",PA,19116.0,http://lavideoent.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Austin TX,Caliber Collision,(512) 444-6411,1804 S Lamar Blvd,"Austin, TX 78704",TX,78704.0,https://www.caliber.com/find-a-location/south-lamar,,,no,,,"https://www.facebook.com/calibercollisioncenters/, https://twitter.com/CaliberAutoBody, https://www.instagram.com/calibercollision/?hl=en",,,https://www.caliber.com/favicons/outline-bg/apple-icon-57x57.png,75,success,USA,Auto Services
Auto Parts,Los Angeles CA,Auto Parts Exchange,(323) 730-0907,2632 W Pico Blvd,"Los Angeles, CA 90006",CA,90006.0,http://autopartsexchangeca.localsearch.com,,38 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Houston TX,Bellaire Auto Service & Collision,(713) 484-7777,7620 Bellaire Blvd,"Houston, TX 77036",TX,77036.0,http://serviceking.com/locations/56-service-king-southwest-frwy,,(1),no,,webmaster@serviceking.com,,,,,70,success,USA,Auto Services
Auto Repair,Indianapolis IN,Gilberts Auto Medic,(317) 488-0039,4461 N Keystone Ave,"Indianapolis, IN 46205",IN,46205.0,http://gilbertsautomedic.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,Chi auto repair,(215) 613-7388,8575 Torresdale Ave,"Philadelphia, PA 19136",PA,19136.0,http://chiautorepair453282594.localsearch.com,,16 Years,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Orlando FL,Tire Outlet,(407) 933-7793,516 E Osceola Pkwy,"Kissimmee, FL 34744",FL,34744.0,http://tireoutlet.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Austin TX,Goodfellows Collision,(512) 785-2589,,"Austin, TX 78759",TX,78759.0,http://goodfellowscollision.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Orlando FL,E & H Towing and Recovery,(407) 790-4276,,"Winter Springs, FL 32708",FL,32708.0,http://ehtowingandrecovery.localsearch.com,,16 Years,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Los Angeles CA,Brothers Tires,(323) 971-5161,7000 S Vermont Ave,"Los Angeles, CA 90044",CA,90044.0,http://brotherstiresca.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Los Angeles CA,Figueroa Tire Shop,(323) 298-3060,2027 W Slauson Ave,"Los Angeles, CA 90047",CA,90047.0,http://yellowpages.com/los-angeles-ca/mip/speedy-tires-wheels-462529055,,,no,,,,,,,65,success,USA,Auto Services
Car Stereo Systems,Chicago IL,G A Sound,(773) 379-3003,5467 W Chicago Ave,"Chicago, IL 60651",IL,60651.0,http://gasound.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,San Jose CA,Stress-Free Auto Care /Tires Unlimited,(408) 418-2111,3744 Stevens Creek Blvd,"San Jose, CA 95117",CA,95117.0,http://www.stressfree.com/shops/san-jose,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,Indianapolis IN,Roadrunner Auto Service,(317) 529-9323,5324 Massachusetts Ave,"Indianapolis, IN 46218",IN,46218.0,http://roadrunnerautoservicein.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,Advance Auto Parts,(502) 772-2969,2422 W Broadway,"Louisville, KY 40211",KY,40211.0,https://stores.advanceautoparts.com/ky/louisville/2422-w-broadway?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,,,no,,,"https://www.facebook.com/advanceautoparts, https://twitter.com/AdvanceAuto, https://www.instagram.com/advanceautoparts/",,"Auto Parts Near Me at 2422 W Broadway in Louisville, KY. We have everything you need to DIY and save by shopping online or in-store at an Advance Auto Parts store near you for the best replacement parts and aftermarket accessories.",https://stores.advanceautoparts.com/assets/static/favicon-Light-a399771f.svg,75,success,USA,Auto Services
Auto Parts,Louisville KY,"B & C Towing, Tires & Junk Removal",(502) 230-0228,3811 Ralph Ave.,"Louisville, KY 40211",KY,40211.0,http://bctowingtiresjunkremoval.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,AutoZone Auto Parts,(502) 493-2948,2350 Stony Brook Dr,"Louisville, KY 40220",KY,40220.0,https://www.autozone.com/locations/ky/louisville/2350-stonybrook-dr.html,,(1),no,,,,,px-captcha,,80,success,USA,Auto Services
Roadside Assistance,Orlando FL,AAA Winter Park/Orlando,(407) 647-1033,783 S Orlando Ave,"Winter Park, FL 32789",FL,32789.0,https://locator.acg.aaa.com/fl/winter-park/aaa-winter-park-orlando,,,no,,,,,{{ description() }},https://locator.acg.aaa.com/fl/winter-park/{{ image() }},70,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,Bel Air Automotive,(215) 332-0985,3301 Welsh Rd,"Philadelphia, PA 19136",PA,19136.0,http://www.facebook.com/pages/Bel-Air-Automotive-Service-Sales-Inc/130813680279645,,(1),no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Los Angeles CA,Gold Wheel Monastery,(323) 258-6668,235 N Avenue 58,"Los Angeles, CA 90042",CA,90042.0,http://www.goldwheel.org,,,no,,,,,,,0,timeout,USA,Auto Services
Roadside Assistance,Orlando FL,Fast Keys Locksmith,(407) 782-9040,,"Longwood, FL 32752",FL,32752.0,http://mobilelocksmithing.com,,(5),no,,,,,Fast Keys Locksmith,https://mobilelocksmithing.com/wp-content/uploads/2025/02/cropped-FastKeysLocksmith20230317-1399146-13pe9xa_original-32x32.webp,60,success,USA,Auto Services
Radiator Repair,Philadelphia PA,J & M Auto Service,(215) 271-6483,1320 S 3rd St,"Philadelphia, PA 19147",PA,19147.0,http://jmautoservice545996326.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Orlando FL,Mobile Auto Diagnostics,(321) 356-4698,,"Apopka, FL 32712",FL,32712.0,http://mobileautodiagnosticsfl.localsearch.com,,18 Years,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Philadelphia PA,Dave and Mr BS,(215) 232-9800,1339 N Marston St,"Philadelphia, PA 19121",PA,19121.0,http://yellowpages.com/philadelphia-pa/mip/dave-and-mr-bs-472284472,,,no,,,,,,,60,success,USA,Auto Services
Tire Repair,Orlando FL,Osceola Speed Tire Shop,(407) 483-7853,516 E Osceola Pkwy,"Kissimmee, FL 34744",FL,34744.0,http://osceolaspeedtireshop.localsearch.com,,12 Years,no,,,,,,,60,success,USA,Auto Services
Tire Repair,Orlando FL,Mobiletread,(407) 476-0404,1066 New Castle Ln,"Oviedo, FL 32765",FL,32765.0,http://mobiletread.localsearch.com,,4 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Indianapolis IN,L and R Mechanic,(317) 992-2642,5336 Massachusetts Ave,"Indianapolis, IN 46218",IN,46218.0,http://yellowpages.com/indianapolis-in/mip/brightwood-complete-auto-clinic-5258116,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Louisville KY,Louisville Automotive Shop,(502) 290-0124,3914 Bardstown Rd Ste 104,"Louisville, KY 40218",KY,40218.0,http://louisvilleautomotiveshopky.localsearch.com,,(4),no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Philadelphia PA,Thekan Services,(267) 909-9686,2501 Wharton St Ste H,"Philadelphia, PA 19146",PA,19146.0,http://yellowpages.com/philadelphia-pa/mip/thekan-services-479557189,,,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Philadelphia PA,City Automobile Repair,(267) 314-5211,2501 Wharton St,"Philadelphia, PA 19146",PA,19146.0,http://yellowpages.com/philadelphia-pa/mip/bnb-auto-repair-18035558,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Houston TX,Reliable Auto Repair,(281) 477-8300,12145 Perry Rd,"Houston, TX 77070",TX,77070.0,http://www.reliablear.com,,11 Years,no,,,,,Page d’accueil À vendre,http://img1.wsimg.com/cdnassets/transform/bfa8cd58-2650-4746-bf80-4babd8cd4e55/android-chrome-192x192,60,success,USA,Auto Services
Auto Parts,Cincinnati OH,Smart Start Ignition Interlock,(833) 408-2248,40 W Crescentville Rd,"West Chester, OH 45246",OH,45246.0,https://www.smartstartinc.com/locations/ignition-interlock-ohio-west-chester-40-w-crescentville-rd-45246/?utm_source=locations-organic&utm_campaign=8309&utm_medium=dynamic,,,no,,,,,,,0,timeout,USA,Auto Services
Roadside Assistance,Orlando FL,A & H Locksmith Services,(321) 710-6353,111 N Orange Ave,"Orlando, FL 32801",FL,32801.0,https://www.locksmith321.com,,,no,,,,,,,0,timeout,USA,Auto Services
