"category","state","company_name","phone","address","city","state.1","postal_code","website","rating","reviews","sent","emailss","email","socials","ceo_name","description","avatar_url","performance_score","crawl_status","country","group","emails","phones","linkedin_url","twitter_url","facebook_url","instagram_url","meta_title","favicon_url","employee_count","founded_year","response_time_ms","crawl_error"
"Auto Body Parts","Cincinnati OH","Auto Tire & Parts Co","(513) 770-4311","5211 Bardes Rd","Mason, OH 45040","OH",45040.0,"http://autotirepartsco542741333.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3151,""
"Towing","Birmingham AL","TNT Towing Auto Sales Inc","(205) 506-0867","","","","","http://tnttowingautosalesinc.localsearch.com","","13 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6523,""
"Remanufactured Engines","Nashville TN","Euro Sport Auto Center","(615) 883-1611","4056 Andrew Jackson Pkwy","Hermitage, TN 37076","TN",37076.0,"http://yellowpages.com/hermitage-tn/mip/firestone-complete-auto-care-480054378","","37 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4040,""
"Used Car Parts","Miami FL","Fmc Diesel Parts USA","(305) 603-7029","8240 NW South River Dr","Medley, FL 33166","FL",33166.0,"http://fmcdieselpartsusa.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3361,""
"Auto Parts","Nashville TN","Action Nissan","(615) 553-3174","307 Thompson Ln","Nashville, TN 37211","TN",37211.0,"http://actionnissan.com","","(3)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4038,""
"Auto Body Parts","Cincinnati OH","KOI Auto Parts","(513) 777-7754","8120 Regal Ln","West Chester, OH 45069","OH",45069.0,"https://www.koiautoparts.com","","","no","","","https://twitter.com/KOIAutoParts, https://www.facebook.com/KOIAutoParts, https://www.youtube.com/user/FederatedAutoParts, https://www.linkedin.com/company/koi-auto-parts","","KOI Auto Parts. Providing world class customer service and reliable auto parts and accessories for over 65 years! Find a store near you and check out our current sales.","",70,"success","USA","Auto Services","","","https://www.linkedin.com/company/koi-auto-parts","https://twitter.com/KOIAutoParts","https://www.facebook.com/KOIAutoParts","","KOI Auto Parts | Auto Parts & Accessories","https://www.koiautoparts.com/koi.ico","",2016.0,4115,""
"Auto Parts","Nashville TN","Single Source","(615) 726-0361","321 Wilhagan Rd","Nashville, TN 37217","TN",37217.0,"http://www.ncsssi.com","","","no","","","https://www.facebook.com/NCSSSI/, https://www.youtube.com/channel/UCn_04D-D3hBdm8Ah6Svwv9A, https://www.linkedin.com/company/national-coatings-and-supplies-single-source-inc","","NCS | SSI is the premier Automotive Paint & Industrial Paint Distributor, offering high performing coatings & supplies from top manufacturers.","https://ncsssi.com/wp-content/uploads/2015/12/MicrosoftTeams-image-37.png",60,"success","USA","Auto Services","","2026-01-06","https://www.linkedin.com/company/national-coatings-and-supplies-single-source-inc","","https://www.facebook.com/NCSSSI/","","Automotive Paint & Industrial Paint Supplier","https://ncsssi.com/wp-content/uploads/2019/06/cropped-square-dual-brand-32x32.png","","",7313,""
"Remanufactured Engines","San Jose CA","R B Automotive Service","(650) 369-3076","219 Buckeye St","Redwood City, CA 94063","CA",94063.0,"http://yellowpages.com/redwood-city-ca/mip/joses-auto-mechanic-shop-6957190","","","no","","","","","","",60,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",734,""
"Towing","Louisville KY","Abby's Towing","(502) 290-0931","4545 Poplar Level Rd","Louisville, KY 40213","KY",40213.0,"http://abbystowingky.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4686,""
"Auto Body Shops","New York NY","Grand Nyc Towing & Auto Repair","(646) 289-5644","200 Grand St","New York, NY 10013","NY",10013.0,"http://grandnyctowingautorepair.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6486,""
"Oil Change","Cleveland OH","Firestone Complete Auto Care","(330) 238-7203","10333 Northfield Rd","Northfield, OH 44067","OH",44067.0,"https://www.firestonecompleteautocare.com/ohio/northfield/10333-northfield-rd/?lw_cmp=IYP_YPC_MLP_1708","","100 Years","no","","","https://www.facebook.com/FirestoneCompleteAuto, https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw, https://www.instagram.com/firestoneauto, https://www.tiktok.com/@firestoneauto","","Find expert auto care at 10333 Northfield Rd in Northfield, OH. From tires to repairs, Firestone Complete Auto Care has the services your vehicle needs.","",80,"success","USA","Auto Services","001708@bfrc.com","303.515.7308 303, (330) 974-1444, 330) 974-1444","","https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw","https://www.facebook.com/FirestoneCompleteAuto","https://www.instagram.com/firestoneauto","Tires & Auto Services at 10333 Northfield Rd in Northfield, OH | Firestone Complete Auto Care","https://www.firestonecompleteautocare.com/etc/designs/bsro/fcac/favicon.ico","",2025.0,4687,""
"Tire Shops","Columbus OH","Ziegler Tire","(614) 870-2032","1111 Milepost Dr","Columbus, OH 43228","OH",43228.0,"http://www.zieglertire.com","","","no","","","","","","",50,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",1468,""
"Tire Shops","Indianapolis IN","Brother's Tire Shop","(317) 247-0011","7522 W Washington St","Indianapolis, IN 46231","IN",46231.0,"http://brotherstireshopin.localsearch.com","","21 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5286,""
"Remanufactured Engines","San Jose CA","Deutsche Autos","(650) 365-3568","1205 Shasta St","Redwood City, CA 94063","CA",94063.0,"http://deutscheautos.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5068,""
"Car Transport","New York NY","Commercial Carriers Inc","(201) 945-4055","300 Victoria Ter","Ridgefield, NJ 07657","NJ",7657.0,"http://commercialcarriersincnj.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4491,""
"Remanufactured Engines","San Jose CA","Vector Auto Care","(650) 260-2439","2401 Spring St","Redwood City, CA 94063","CA",94063.0,"http://vectorautocare.localsearch.com","","15 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5419,""
"Auto Parts","Nashville TN","NTB National Tire & Battery","(615) 352-3515","5526 Charlotte Pike","Nashville, TN 37209","TN",37209.0,"http://www.ntb.com","","(1)","no","","","","","","",40,"success","USA","Auto Services","","","","","","","Just a moment...","","","",5146,""
"Car Detailing","Orlando FL","Touch Ups Audio Detail & Window Tint Etc","(407) 221-9270","9725 N Orlando Ave","Maitland, FL 32751","FL",32751.0,"http://touchupsaudiodetailwindowtintetc.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4100,""
"Auto Body Parts","Birmingham AL","19th Street Auto Inc","(205) 424-7708","2030 19th St N","Bessemer, AL 35020","AL",35020.0,"http://19thstreetautoinc.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5131,""
"Auto Parts","Memphis TN","X Treme Auto Accessories","(901) 377-0027","1055 Harbor Ave","Memphis, TN 38113","TN",38113.0,"http://xtremeautoaccessories.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4373,""
"Auto Repair","Orlando FL","Classic Collision","(321) 300-7157","1109 S Orange Blossom Trl","Orlando, FL 32805","FL",32805.0,"https://classiccollision.com/locations/classic-collision-obt-west","","","no","","","","","","",60,"success","USA","Auto Services","","","","","","","Just a moment...","","","",1978,""
"Auto Repair","Tampa FL","After Hours Auto Repair","(813) 516-5254","5200 E 10th Ave","Tampa, FL 33619","FL",33619.0,"http://afterhoursautorepairfl.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1591,""
"Auto Repair","Orlando FL","Vinces Auto Body","(407) 841-2246","4222 Forrestal Ave","Orlando, FL 32806","FL",32806.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Glass Repair","Jacksonville FL","B & C Glass & Mirror","(904) 379-9747","3809 Trout River Blvd","Jacksonville, FL 32208","FL",32208.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Glass Repair","Jacksonville FL","Sea Glass","(904) 423-0501","3520 Saint Johns Bluff Rd S","Jacksonville, FL 32224","FL",32224.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Body Parts","Memphis TN","Steve Jones Automotive","(870) 735-2277","2803 S Service Rd","West Memphis, AR 72301","AR",72301.0,"https://nan","","16 Years","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Repair","Orlando FL","A K Collision Paint & Body","(407) 591-1619","1900 N Orange Blossom Trl","Orlando, FL 32804","FL",32804.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Towing","Chicago IL","Super Fast 24 Hour Towing Service","(312) 292-8055","7240 S Hermitage Ave","Chicago, IL 60636","IL",60636.0,"http://superfast24hourtowingservice.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5690,""
"Towing","Los Angeles CA","24 Hour Emergency Towing","(323) 784-3731","","","","","http://24houremergencytowing2773099.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5260,""
"Towing","Chicago IL","Jordan Works Towing","(773) 704-9877","","","","","http://jordanworkstowing.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2514,""
"Auto Body Parts","Cincinnati OH","KOI Auto Parts","(513) 530-0072","11180 Luschek Dr","Blue Ash, OH 45241","OH",45241.0,"http://koiautoparts469511523.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1833,""
"Auto Glass Repair","Fort Lauderdale FL","Twenty-Four Seven Auto Glass","(954) 507-4102","1437 S Federal Hwy","Dania, FL 33004","FL",33004.0,"http://twentyfoursevenautoglassfl.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2583,""
"Towing","Los Angeles CA","Los Angeles Towing","(213) 296-0006","5201 clinton st","Los Angeles, CA 90004","CA",90004.0,"http://losangelestowing503984019.localsearch.com","","(3)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5760,""
"Towing","Louisville KY","Anthony's Towing Recovery Ser","(502) 543-2232","","","","","http://anthonystowingrecoveryser.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2350,""
"Car Transport","New York NY","AMC AMERICAN LIMOUSINE","(201) 759-8822","154 Weigands Ln","Secaucus, NJ 07094","NJ",7094.0,"http://amcamericanlimousine.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3216,""
"Used Car Parts","Atlanta GA","Newman's Used Motors & Transmissions","(404) 373-0672","204 Grove Pl","Decatur, GA 30030","GA",30030.0,"http://newmansusedmotorstransmissions.localsearch.com","","(1)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3849,""
"Auto Body Shops","New York NY","Care One Auto","(917) 720-9932","8 Pike St","New York, NY 10002","NY",10002.0,"http://careoneauto.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5912,""
"Used Car Parts","Dallas TX","Advance Auto Parts","(972) 285-6772","11855 Lake June Rd","Balch Springs, TX 75180","TX",75180.0,"https://stores.advanceautoparts.com/tx/balch-springs/11855-lake-june-rd?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap","","","no","","","https://www.facebook.com/advanceautoparts, https://twitter.com/AdvanceAuto, https://www.instagram.com/advanceautoparts/","","Auto Parts Near Me at 11855 Lake June Rd in Balch Springs, TX. We have everything you need to DIY and save by shopping online or in-store at an Advance Auto Parts store near you for the best replacement parts and aftermarket accessories.","http://a.mktgcdn.com/p/qHRGVopjFRcTbef1vR1ihHeYElNki7acYdtZVUgrNFM/1024x1024.png",75,"success","USA","Auto Services","","972) 285-6772, (972) 285-6772, 7654 11855","","https://twitter.com/AdvanceAuto","https://www.facebook.com/advanceautoparts","https://www.instagram.com/advanceautoparts/","Advance Auto Parts 11855 Lake June Rd in Balch Springs, TX. Visit us for quality auto parts, advice and accessories.","https://stores.advanceautoparts.com/assets/static/favicon-Light-a399771f.svg","",2025.0,7327,""
"Towing","Los Angeles CA","Kim's Towing","(323) 563-1465","11728 Belhaven Ave","Los Angeles, CA 90059","CA",90059.0,"http://kimstowingca.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6020,""
"Tire Shops","Columbus OH","Mr Rubios's Used Tires","(614) 409-0049","3439 Parsons Ave","Columbus, OH 43207","OH",43207.0,"http://mrrubiossusedtires.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6147,""
"Auto Glass Repair","Fort Lauderdale FL","A Christian Glass & Mirror","(813) 221-6811","1590 N Federal Hwy","Pompano Beach, FL 33062","FL",33062.0,"http://www.achristianglass.com","","28 Years","no","","","https://www.facebook.com/A-Christian-Glass-Mirror-339788579474960/","","Family Owned Company.  Glass, Showers and Mirrors - Serving the Tampa Bay Area","",65,"success","USA","Auto Services","","2016-2025, 3345 118, 727-592-9325","","","https://www.facebook.com/A-Christian-Glass-Mirror-339788579474960/","","Home","http://www.achristianglass.com/templates/theme824/favicon.ico","",2016.0,9715,""
"Auto Parts","Memphis TN","Cook, J B","(901) 942-2471","1220 S 3rd St","Memphis, TN 38106","TN",38106.0,"http://cookjb.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4074,""
"Auto Parts","Memphis TN","Napa Auto Parts","(901) 774-5374","801 East St","Memphis, TN 38104","TN",38104.0,"http://www.2eaststreet.com","","","no","","kate.symons@iagent.co.nz","https://www.linkedin.com/shareArticle?mini=true&url=http://www.propertyshowcase.com/2eastst/, https://twitter.com/share?url=http://www.propertyshowcase.com/2eastst/, https://www.facebook.com/sharer/sharer.php?u=http://www.propertyshowcase.com/2eastst/","","2 East Street - A Spacious Family Home with Room to Grow","https://dylxu3usbmz3z.cloudfront.net/CtImage/533016588772672116185725767556/Premium58373823.jpg",70,"success","USA","Auto Services","kate.symons@iagent.co.nz","021 128 4766","https://www.linkedin.com/shareArticle?mini=true&url=http://www.propertyshowcase.com/2eastst/","https://twitter.com/share?url=http://www.propertyshowcase.com/2eastst/","https://www.facebook.com/sharer/sharer.php?u=http://www.propertyshowcase.com/2eastst/","","2 East Street, Mahurangi East - 4 Bed House - Private Treaty","http://www.propertyshowcase.com/content/property/designs/1/images/favicon-32x32.png","","",17039,""
"Oil Change","Memphis TN","Winchester Tire & Alignment","(901) 345-5484","1830 Winchester Rd","Memphis, TN 38116","TN",38116.0,"http://winchestertirealignmenttn.localsearch.com","","(19)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4285,""
"Oil Change","Indianapolis IN","Farrar","(317) 534-8198","61 S McKinley","Greenwood, IN 46143","IN",46143.0,"https://www.facebook.com/pg/Farrarwheelrepair","","16 Years","no","","","https://www.facebook.com/","","","",65,"success","USA","Auto Services","","","","","https://www.facebook.com/","","Error","","",2026.0,1780,""
"Auto Parts","Nashville TN","Crest Honda","(800) 259-7299","2215 Rosa L Parks Blvd","Nashville, TN 37228","TN",37228.0,"http://www.cresthonda.com","","(12)","no","","Sales@cresthonda.edealerhub.com","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Remanufactured Engines","San Francisco CA","Mike's Complete Auto Service","(510) 436-6598","2350 High St","Oakland, CA 94601","CA",94601.0,"https://mikes-services-oakland.edan.io","","35 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Tire Shops","Cleveland OH","Ecke's Towing Service","(216) 566-9070","1815 Saint Clair Ave NE","Cleveland, OH 44114","OH",44114.0,"https://eckesservice.com/contact","","","no","","","","","","",55,"success","USA","Auto Services","","","","","","","","data:;","","",4326,""
"Auto Parts","Nashville TN","Midas Auto Service Experts","(615) 420-4398","924 Rivergate Pkwy","Goodlettsville, TN 37072","TN",37072.0,"https://www.midas.com/nashville/store.aspx?shopnum=3622&dmanum=608001","","","no","","Store-SpaceA-2025-LLTG@2x.webp, Midas_CC-Front2025@2x.webp, LLTiresGuarantee-StoreDetails-v2_m@2x.webp","https://twitter.com/midas, https://www.facebook.com/midas, https://www.instagram.com/midasofficial, https://www.youtube.com/mymidasguy","","Your Goodlettsville Midas dealer on Rivergate Parkway is the place to go for brakes, oil change, tires and all your auto repair needs. For coupons, repair estimates and store details, click here to visit your local Midas today!","https://static.midas.com//Content/Images/Logos/Midas-Logo-OpenGraph-BlkGold@2x.webp",75,"success","USA","Auto Services","midas-logo-opengraph-blkgold@2x.webp, midas_generictirestack@1x.webp, lltg-logo-blue@2x.webp, lltiresguarantee-storedetails@2x.webp, lltiresguarantee-storedetails-v2_m@2x.webp","615-420-4398","","https://twitter.com/midas","https://www.facebook.com/midas","https://www.instagram.com/midasofficial","Auto Repair, Oil Changes, Brakes & Tires in Goodlettsville, TN 37072 | Midas #3622","https://www.midas.com/Content/Images/Icons/favicon.ico","",2026.0,6309,""
"Auto Glass Repair","Fort Lauderdale FL","Trusty Auto Glass","(954) 947-2419","2051 NW 31st Ave","Fort Lauderdale, FL 33311","FL",33311.0,"http://trustyautoglassfl.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7149,""
"Car Detailing","Jacksonville FL","Personal Touch Detail","(904) 349-4248","3500 University Blvd #2615","Jacksonville, FL 32277","FL",32277.0,"http://personaltouchdetail.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3193,""
"Auto Parts","Memphis TN","Jack Morris Auto Glass","(901) 795-7525","6564 Winchester RD","Memphis, TN 38115","TN",38115.0,"http://jackmorrisautoglass11946329.localsearch.com","","75 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4146,""
"Auto Repair","Orlando FL","Drive Dent Free","(407) 765-6348","512 E Washington St","Orlando, FL 32801","FL",32801.0,"http://www.drivedentfree.com","","","no","","","","","Drive Dent Free LLC in Orlando offers affordable high quality paintless dent repair in Orlando. Browse our photo gallery. Call us.","https://img1.wsimg.com/isteam/ip/b799b55b-37da-4035-bd08-ffb6b7c83942/2020-04-06.jpg",65,"success","USA","Auto Services","","407-848-6419","","","","","Drive Dent Free LLC in Orlando - Dent Repair, Photo Gallery","http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m","",2017.0,2956,""
"Auto Glass Repair","Fort Lauderdale FL","Pgw Auto Glass","(954) 728-8248","1919 SE 19th St","Pompano Beach, FL 33062","FL",33062.0,"http://pgwautoglass533363372.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5070,""
"Auto Repair","Tampa FL","Continenetal Use Auto & Body","(813) 980-2266","8411 US Highway 301 N","Tampa, FL 33637","FL",33637.0,"http://continenetaluseautobody.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7089,""
"Used Car Parts","Birmingham AL","Advance Auto Parts","(205) 687-9157","6662 Highway 75 Ste 104","Pinson, AL 35126","AL",35126.0,"https://stores.advanceautoparts.com/al/pinson/6662-highway-75?utm_medium=local&utm_source=yext&utm_content=listing-&utm_campaign=aap","","","no","","","https://www.facebook.com/advanceautoparts, https://twitter.com/AdvanceAuto, https://www.instagram.com/advanceautoparts/","","Auto Parts Near Me at 6662 Highway 75 in Pinson, AL. We have everything you need to DIY and save by shopping online or in-store at an Advance Auto Parts store near you for the best replacement parts and aftermarket accessories.","http://a.mktgcdn.com/p/qHRGVopjFRcTbef1vR1ihHeYElNki7acYdtZVUgrNFM/1024x1024.png",75,"success","USA","Auto Services","","7174 6662, (205) 687-9157, 205) 687-9157","","https://twitter.com/AdvanceAuto","https://www.facebook.com/advanceautoparts","https://www.instagram.com/advanceautoparts/","Advance Auto Parts 6662 Highway 75 in Pinson, AL. Visit us for quality auto parts, advice and accessories.","https://stores.advanceautoparts.com/assets/static/favicon-Light-a399771f.svg","",2025.0,8854,""
"Auto Body Shops","New York NY","Aaa","(212) 226-1343","37 Elizabeth St","New York, NY 10013","NY",10013.0,"http://aaa575195217.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4484,""
"Towing","Louisville KY","A & G Towing Service","(502) 643-7908","3760 Taylorsville Rd","Louisville, KY 40220","KY",40220.0,"http://agtowingserviceky.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7902,""
"Used Car Parts","Louisville KY","Babbs Auto Body & Paint","(812) 246-6411","825 S Indiana Ave","Sellersburg, IN 47172","IN",47172.0,"https://nan","","(2)","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Towing","Los Angeles CA","M & P Towing","(310) 210-8493","","","","","http://mptowingca.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5072,""
"Auto Repair","Orlando FL","USA Transmission Inc","(407) 648-5653","2699 S Orange Blossom Trl","Orlando, FL 32805","FL",32805.0,"http://usatransmissioninc.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3711,""
"Auto Body Shops","New York NY","Varick St Garage","(212) 966-6774","360 W Broadway","New York, NY 10013","NY",10013.0,"http://iconparkingsystems.com/facilities/varick-street-parking-llc","","35 Years","no","","","","","","",40,"success","USA","Auto Services","","","","","","","","","","",5275,""
"Auto Glass Repair","Nashville TN","Auto Glass Services","(615) 756-3592","909 Conference Dr","Goodlettsville, TN 37072","TN",37072.0,"http://yellowpages.com/goodlettsville-tn/mip/capital-glass-service-16627552","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1495,""
"Used Car Parts","Tampa FL","Simplistic Fabrication & Collision","(813) 315-0025","","","","","http://simplisticfabricationcollisionfl.localsearch.com","","13 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7311,""
"Towing","Chicago IL","Relentless","(312) 736-8723","4612 W 59th St","Chicago, IL 60629","IL",60629.0,"http://yellowpages.com/chicago-il/mip/tranzworks-transmission-specialists-2701216","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3484,""
"Auto Body Parts","Memphis TN","Second Chance Car Cash Center","(870) 394-9085","722 S 2nd St","West Memphis, AR 72301","AR",72301.0,"http://secondchancecarcashcenter.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5366,""
"Auto Body Parts","Cincinnati OH","Verkamp Premiere Auto Body","(859) 581-5880","600 Dayton Ave","Dayton, KY 41074","KY",41074.0,"http://verkamppremiereautobodyky.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4802,""
"Towing","Huntsville AL","Action Towing","(256) 534-7578","","","","","http://actiontowingal.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5433,""
"Auto Body Parts","Huntsville AL","AutoZone Auto Parts","(256) 837-1371","2605 Jordan Ln NW","Huntsville, AL 35816","AL",35816.0,"https://www.autozone.com/locations/al/huntsville/2605-jordan-ln-nw.html","","47 Years","no","","","https://www.facebook.com/autozone, https://www.instagram.com/autozone/, https://www.youtube.com/user/AutoZone, https://twitter.com/autozone","","Find the best auto parts in Huntsville at your local AutoZone store found at 2605 Jordan Ln NW. Go DIY and save on service costs by shopping at an AutoZone store near you for the best replacement parts and aftermarket accessories.","http://a.mktgcdn.com/p/p7Kgw06aKAzaaKVE2Ig5VuXgnMkTmVtPakmnUvjd2No/342x342.jpg",75,"success","USA","Auto Services","","800) 288-6966, 2328 2605, (256) 837-1554","","https://twitter.com/autozone","https://www.facebook.com/autozone","https://www.instagram.com/autozone/","AutoZone Auto Parts in Huntsville, AL (2605 Jordan Ln NW): Best Auto Parts Store Near Me","https://www.autozone.com/locations/assets/static/favicon-Dh-A8gCy.ico","",2026.0,3911,""
"Tire Shops","Columbus OH","Discount Tire Transport","(614) 694-2920","6597 E Main St","Reynoldsburg, OH 43068","OH",43068.0,"http://discounttiretransportoh.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7103,""
"Oil Change","Indianapolis IN","Take 5 Oil Change","(463) 220-0965","5602 N Keystone Ave","Indianapolis, IN 46220","IN",46220.0,"https://www.take5.com/locations/oil-change/indiana/indianapolis/31431","","","no","","shop1431@take5oil.com","https://www.facebook.com/Take5OilChange/, https://twitter.com/take5_oilchange, https://www.instagram.com/take5oilchange/","","Stay in your car for a 10 minute oil change at Take 5 Oil Change in Indianapolis at 5602 N Keystone Ave. Visit our location near you for fast friendly service!","https://images.ctfassets.net/v3p61xoag5ig/4LCj0O71dETHvwMg6nPCyJ/72d313b1666ba9bb46d79400b9aae5d0/open_graph_oil_change.png",80,"success","USA","Auto Services","shop1431@take5oil.com","46220 463-220, 463-220-0965","","https://twitter.com/take5_oilchange","https://www.facebook.com/Take5OilChange/","https://www.instagram.com/take5oilchange/","Oil Change Near Me in Indianapolis, IN 46220 - Take 5","https://www.take5.com/favicon.ico","",2025.0,4868,""
"Towing","Huntsville AL","24-7 Towing","(256) 539-5004","","","","","http://247towingal.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7017,""
"Auto Parts","Memphis TN","Napa Auto Parts","(901) 276-6460","7 S Mclean Blvd","Memphis, TN 38104","TN",38104.0,"http://www.madisonautomotive.com","","","no","","","","","","",40,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",5655,""
