"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Tommy & Sons Roofing","https://tommys.homes","Fontana","","error","","","","","","","","Tommy & Sons Roofing: Reliable roofing services in Fontana, CA. Emergency storm damage repair, leaks & more. Fast, efficient & affordable solutions.","https://tommys.homes/wp-content/uploads/tommys-Favicon-0.png",70,"success"
"Hi Rize Roofing & Restoration","https://hirizeroofing.com","Corpus Christi","","","","","Unknown","","","","","","",60,"success"
"Alejandro's Handyman & Landscape Services","","Oakland","","","","","","","","","","","",0,"error"
"Dorantes Construction","","Fontana","","","","","","","","","","","",0,"error"
"LFP Roofing","","Oakland","","","","","","","","","","","",0,"error"
"Enchanted Roofing","http://enchantedroofingnm.hibuwebsites.com","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Pro Masters Roofing & Gutters","http://www.houstonroofingngutters.com","Texas","","","Specializing in residential and commercial roofing, Houston Roofing & Gutters provides expert gutter services and carpentry in Houston, Texas, catering to the needs of businesses, hospitals, malls, and homeowners with a focus on quality and customer satisfaction.","https://www.instagram.com/houstonroofingng, https://www.facebook.com/houstonroofingngutters/reviews, https://twitter.com/HoustonRoofingN","Unknown","","","https://www.instagram.com/houstonroofingng, https://www.facebook.com/houstonroofingngutters/, https://www.linkedin.com/company/houstonroofingng","","Specializing in residential and commercial roofing, Houston Roofing & Gutters provides expert gutter services and carpentry in Houston, Texas, catering to the needs of businesses, hospitals, malls, and homeowners with a focus on quality and customer satisfaction.","http://www.houstonroofingngutters.com/images/Favicon.png",65,"success"
"Bay Area Roofing","http://www.bayarearoof.com","St. Petersburg","","error","","","","","info@BayAreaRoof.com, jkallbrit@bayarearoof.com","https://www.facebook.com/bayarearoof/","","The #1 Trusted Roofer in Clearwater, FL - Bay Area Roofing provides expert residential & commercial roofing repairs & installs. Call Now for Free Estimate!","http://bayarearoof.com/wp-content/uploads/2017/11/cropped-Bay-Area-Favicon-32x32.png",75,"success"
"Lighthouse Roofing & Exteriors","https://www.lighthouseroofingcompany.com","Corpus Christi","","error","","","","","","https://www.facebook.com/lighthouseroofingcompany/?view_public_for=473877679650829, https://www.instagram.com/lighthouse.roofing/","","Licensed and insured roofers serving Corpus Christi and Gregory Portland. We offer free estimates, financing, and same-day appointments! Call today.","https://www.lighthouseroofingcompany.com/assets/content/Social-Share.jpg",75,"success"
"The Roofing Experts","http://yellowpages.com/albuquerque-nm/mip/queston-roofing-construction-inc-475652819","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Roofs & Roofing Coatings","http://yellowpages.com/dallas-tx/mip/meyers-pride-roofing-461536225","Dallas","","","","","Unknown","","","","","","",50,"success"
"A & R Roofing Systems","https://arroofs.com/contact","Fontana","","rick@arroofs.com","Contact A&R Roofing Systems Today and Get a Free Quote on your high-quality spray foam roofing system needs.","https://www.instagram.com/californiaroofing/, https://m.facebook.com/AR-Roofing-Systems-218346901855352/, https://www.linkedin.com/in/rick-gutierrez-129a3643","Unknown","","rick@arroofs.com","https://www.linkedin.com/in/rick-gutierrez-129a3643, https://m.facebook.com/AR-Roofing-Systems-218346901855352/, https://www.instagram.com/californiaroofing/","","Contact A&R Roofing Systems Today and Get a Free Quote on your high-quality spray foam roofing system needs.","https://arroofs.com/wp-content/uploads/2016/03/cropped-AR-512-light-32x32.png",85,"success"
"Sunquest Builders","http://www.sunquestbuilders.com","San Bernardino","","erichjr@sunquestbuilders.com","SunQuest Builders, Inc. offers an array of roofing services for your residential and commercial property. Contact us today to get started.","https://www.facebook.com/profile.php?id=100063929113101","Unknown","","erichjr@sunquestbuilders.com","https://www.facebook.com/profile.php?id=100063929113101","","SunQuest Builders, Inc. offers an array of roofing services for your residential and commercial property. Contact us today to get started.","https://sunquestbuilders.com/wp-content/uploads/2024/10/cropped-SunQuestHeaderLogo-32x32.png",65,"success"
"Master Roofing Company","https://masterroofingcompany.net/services/#content","Oakland","","","","","Unknown","","","","","","data:;",60,"success"
"The Walter Parker Company","https://roofcare.us/contact","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","data:;",60,"success"
"JLC Roofing Inc","http://jlcroofingaz.com","Glendale","","","Expert roof repair & replacement services in Peoria, Sun City, Glendale, Surprise & Phoenix AZ since 1994. A+ BBB rated roofing company. Request a Free Estimate.","https://www.facebook.com/profile.php?id=100072348783283, https://www.linkedin.com/company/jlc-roofing-inc/, https://www.instagram.com/jlcroofingaz","Unknown","","","https://www.facebook.com/profile.php?id=100072348783283, https://www.linkedin.com/company/jlc-roofing-inc/, https://www.instagram.com/jlcroofingaz","","Expert roof repair & replacement services in Peoria, Sun City, Glendale, Surprise & Phoenix AZ since 1994. A+ BBB rated roofing company. Request a Free Estimate.","https://jlcroofingaz.com/wp-content/uploads/2023/05/logo.webp",55,"success"
"Priority Roofing","http://yellowpages.com/newark-nj/mip/atlantic-construction-roofing-462342429","Newark","","","","","Unknown","","","","","","",60,"success"
"Dr. Roofer","https://www.dr-roofer.com","Pittsburgh","","info@dr-roofer.com","Work with the residential roofing contractors Pittsburgh, PA homeowners recommend when you choose Dr. Roofer. Contact us today to learn more about our services!","https://linkedin.com/company/dr-roofer, https://facebook.com/Dr.Roofer, https://instagram.com/dr.roofer","Unknown","","info@dr-roofer.com","https://linkedin.com/company/dr-roofer, https://instagram.com/dr.roofer, https://facebook.com/Dr.Roofer","","Work with the residential roofing contractors Pittsburgh, PA homeowners recommend when you choose Dr. Roofer. Contact us today to learn more about our services!","https://cdn.hibuwebsites.com/5cd0b04bd3964253af2e0032aee6ea9b/site_favicon_16_1764768950129.ico",75,"success"
"Welte Roofing Company","http://www.welteroofing.com","Pittsburgh","","email@address.com","Welte Roofing Company is Pittsburgh’s premiere slate & tile specialists. We offer a wide variety of services from new installations to roof repairs. Contact us!","https://twitter.com/WelteRoofing, https://www.linkedin.com/company/welte-roofing, https://www.facebook.com/Welte-Roofing-Inc-1197421980317379/","Unknown","","email@address.com","https://www.facebook.com/Welte-Roofing-Inc-1197421980317379/, https://www.linkedin.com/company/welte-roofing, https://twitter.com/WelteRoofing","","Welte Roofing Company is Pittsburgh’s premiere slate & tile specialists. We offer a wide variety of services from new installations to roof repairs. Contact us!","https://www.welteroofing.com/wp-content/uploads/2018/03/favicon.png",75,"success"
"Ptl Roofing","http://yellowpages.com/pinellas-park-fl/mip/st-pete-roofing-pros-517443910","St. Petersburg","","","","","Unknown","","","","","","",60,"success"
"Saraco Roofing and General Contracting","http://yellowpages.com/pittsburgh-pa/mip/gatto-m-construction-inc-1661560","Pittsburgh","","","","","Unknown","","","","","","",50,"success"
"Richard's Painting & Remodeling","http://yellowpages.com/el-paso-tx/mip/richards-painting-remodeling-467171500","Texas","","","","","Unknown","","","","","","",60,"success"
"Richey Roofing","","Modesto","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","Baltimore","","","","","","","","","","","",0,"error"
"Timberline Roofing Solutions","","Oakland","","","","","","","","","","","",0,"error"
"Ridout Roofing Co Inc","","Oakland","","","","","","","","","","","",0,"error"
"Matias Construction","","Oakland","","","","","","","","","","","",0,"error"
"Mighty Dog Roofing of St Petersburg","https://www.mightydogroofing.com/pinellas-park-fl","St. Petersburg","","error","","","","","","https://www.instagram.com/mightydogroofing.swfl/, https://www.facebook.com/MightyDogRoofingSWFL, https://www.linkedin.com/company/mighty-dog-roofing-swfl","","Mighty Dog Roofing offers expert roofing and exterior services to enhance and protect your Pinellas Park, FL property. Call for a free inspection today!
","https://www.mightydogroofing.com/favicon/apple-touch-icon-57x57.png",75,"success"
"Ridgeline Roofing","http://ridgelineroofingcc.com","Corpus Christi","","error","","","","","","","","","",0,"error"
"Slr Building Contractors","","Texas","","","","","","","","","","","",0,"error"
"Corpus Christi Isd","http://yellowpages.com/corpus-christi-tx/mip/moore-elementary-school-5493075","Corpus Christi","","","","","Unknown","","","","","","",60,"success"
"Thors Roofing Repairs","http://thorsroofingrepairs.localsearch.com","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"ARFAS Construction","http://arfasconstruction.localsearch.com","Newark","","","","","Unknown","","","","","","",50,"success"
"Spicegirl Remodeling & Designs","https://www.spicegirl.org","Scottsdale","","ericka@spicegirlgc.com","CASA NOVA Development, Remodeling & Design in Phoenix, AZ offers expert remodeling, new builds, restorations, and 3D design with 15+ years of experience.","https://facebook.com/profile.php?id=61576748384565, https://facebook.com/profile.php, https://instagram.com/casanovadevelopment","Unknown","","ericka@spicegirlgc.com","https://linkedin.com/company/casa-nova-development-remodeling-design, https://facebook.com/profile.php?id=61576748384565, https://instagram.com/casanovadevelopment","","CASA NOVA Development, Remodeling & Design in Phoenix, AZ offers expert remodeling, new builds, restorations, and 3D design with 15+ years of experience.","https://irp.cdn-website.com/27ea98fc/dms3rep/multi/image0+%282%29.png",75,"success"
"Mackewich Associates","http://mackewichassociates.localsearch.com","Pittsburgh","","","","","Unknown","","","","","","",50,"success"
"Viking Roofing and Construction","http://yellowpages.com/albuquerque-nm/mip/futuristic-roofing-systems-13885870","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Ridge Top Exteriors","https://www.ridgetopexteriorsfl.com","St. Petersburg","","service@email.ridgetopexteriors.com","Enhance your home's exterior with Ridge Top Exteriors - the top-rated contractor for roof replacement, window installation, and siding replacement. Contact us today to experience the difference with our expert team and superior materials.","https://www.facebook.com/RidgeTopExteriors/, https://www.instagram.com/ridge_top_exteriors/","Unknown","","service@email.ridgetopexteriors.com","https://www.instagram.com/ridge_top_exteriors/, https://www.facebook.com/RidgeTopExteriors/","","Enhance your home's exterior with Ridge Top Exteriors - the top-rated contractor for roof replacement, window installation, and siding replacement. Contact us today to experience the difference with our expert team and superior materials.","https://cdn.prod.website-files.com/63f6780d11a0860d014aec4f/63f67c0e5065721bb172ece7_favicon-32x32.png",85,"success"
"Rudy's Roofing","http://rudysroofingtx.localsearch.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"Metro Metal Roofing","http://metrometalroofing.localsearch.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"Master Elite Roofing","http://mastereliteroofingtx.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"Mini Development, LLC","http://minidevelopmentllc.localsearch.com","Scottsdale","","","","","Unknown","","","","","","",50,"success"
"Lockhart Roofing Co","http://lockhartroofingco.localsearch.com","Boise","","","","","Unknown","","","","","","",50,"success"
"A & B Home Improvements","http://abhomeimprovementsmd.localsearch.com","Baltimore","","","","","Unknown","","","","","","",50,"success"
"Joel Lopez Construction LLC","http://joellopezconstructionllc.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Compare Roofing Experts","http://compareroofingexperts.localsearch.com","Baltimore","","","","","Unknown","","","","","","",50,"success"
"Hickey Contracting and Roofing","http://www.hickeycontracting.com","Pittsburgh","","error","","","","","","","","","",0,"timeout"
"Power Home Remodeling","https://powerhrg.com","North Las Vegas","","error","","","","","","","","","",0,"timeout"
"CDL Roofing, Inc.","http://cdlroofing.com","Scottsdale","","error","","","","","","","","","",0,"timeout"
"Roofing Services","http://frroofingservices.com","Fontana","","error","","","","","","","","","",0,"timeout"
"Paradise Builders and Home Improvement","https://www.paradisebuilderssiding.com","Texas","","john@smith.com, brent@paradisebuilderssiding.com","Transform your space with home improvement services in Amarillo, TX, and the surrounding areas. Call (806) 341-4515 for impeccable guidance.","https://www.facebook.com/ParadiseBuildersSiding","Unknown","invalid","brent@paradisebuilderssiding.com, john@smith.com","https://www.facebook.com/ParadiseBuildersSiding","","Transform your space with home improvement services in Amarillo, TX, and the surrounding areas. Call (806) 341-4515 for impeccable guidance.","https://www.paradisebuilderssiding.com/wp-content/uploads/2024/08/cropped-favicon-32x32.webp",75,"success"
"All Safe Construction","http://www.allsafeconstructionllc.com","Newark","","sales@allsafeconstruction.info, mymail@mailservice.com","All Safe Construction LLC | Expert roofing services in New Jersey, NJ. Fast & reliable, 24-hour emergency assistance. Contact for a free quote!","http://linkedin.com/, http://instagram.com/, https://facebook.com/","Unknown","","sales@allsafeconstruction.info, mymail@mailservice.com","http://linkedin.com/, https://facebook.com/, http://instagram.com/","","All Safe Construction LLC | Expert roofing services in New Jersey, NJ. Fast & reliable, 24-hour emergency assistance. Contact for a free quote!","https://irp.cdn-website.com/29a2d2e3/site_favicon_16_1683129164107.ico",75,"success"
"Lojas Home Improvement Plus LLC","http://www.lojashomeimprovementllc.com","Newark","","lojashomeimprovement@gmail.com, your@email.com","Loja’s Home Improvement Plus LLC in Newark, NJ, can be reached at 973-757-3958.","https://twitter.com/segundoloja18, https://www.instagram.com/lojashomeimprovement/, https://www.facebook.com/Lojas-Home-Improvement-LLc-856673804446885/","Unknown","","your@email.com, lojashomeimprovement@gmail.com","https://www.instagram.com/lojashomeimprovement/, https://www.facebook.com/Lojas-Home-Improvement-LLc-856673804446885/, https://twitter.com/segundoloja18","","Loja’s Home Improvement Plus LLC in Newark, NJ, can be reached at 973-757-3958.","https://irp.cdn-website.com/00cb2999/site_favicon_16_1646432084912.ico",65,"success"
"Sierra Roofing and Solar Oakland","https://www.sierraroofing.com/blog/everything-you-need-to-know-about-solar","Oakland","","error","","","","","","https://www.facebook.com/Sierraroofingandsolar/, https://www.instagram.com/sierraroofingandsolar/p/C0kZN6Vv8to/","","Are you trying to decide if solar is the right option for your property? Read on to learn everything you need to know about solar energy.","https://www.sierraroofing.com/assets/Social-Share.jpg",75,"success"
"Roof Repair Experts","http://roofrepairexpertsnv.localsearch.com","North Las Vegas","","","","","Unknown","","","","","","",50,"success"
"Charis Roofing","http://charisroofing.localsearch.com","Baltimore","","","","","Unknown","","","","","","",50,"success"
"T Pittman Construction Co","http://tpittmanconstructionco.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Best Solar Installation","http://bestsolarinstallation550843201.localsearch.com","Oakland","","","","","Unknown","","","","","","",50,"success"
"Roof Leak Repair NJ Pros","http://roofleakrepairnjpros.com","Newark","","info@roofleakrepairnjpros.com","Roof Leak Repair NJ Pros offers expert roofing services in New Jersey. 24/7 emergency repair, maintenance, and more to protect your home","https://www.facebook.com/RoofLeakRepairNJPROS/","Unknown","","info@roofleakrepairnjpros.com","https://www.facebook.com/RoofLeakRepairNJPROS/","","Roof Leak Repair NJ Pros offers expert roofing services in New Jersey. 24/7 emergency repair, maintenance, and more to protect your home","https://ik.imagekit.io/i1sr48rkt/settings/roof-leak-repair-nj-pros-favicon-logo_uAe12zI-D.png",75,"success"
"Chandler & Company","http://chandlercompanytx.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"All Inclusive Contracting","http://allinclusivecontracting.com/contacts","Scottsdale","","kharmelink@allinclusivecontracting.com, your@email.com","All Inclusive Contracting - Your go-to residential and commercial contractor in Phoenix and Tucson. Call us at 602.550.0499 today!","https://www.facebook.com/people/All-Inclusive-Contracting/100090977484956/","Unknown","","","","","","",0,"timeout"
"Ingram Roofing & Construction Inc. D.B.A. Ingram Builders","http://www.ingrambuilders.com","Texas","","error","","","","invalid","","","","","",0,"timeout"
"De Luca Roofing","http://delucaroofingllc.com","Pittsburgh","","","","","Unknown","","","","","","",0,"timeout"
"All American Pro Paving & Roofing","","Texas","","","","","","","","","","","",0,"timeout"
"Compare Roofing Experts","","Pittsburgh","","","","","","","","","","","",0,"timeout"
"Toth Roofing Inc","","Pittsburgh","","","","","","","","","","","",0,"timeout"
"Triangle Roofing Inc","http://triangleroofinginc.com","Pittsburgh","","error","","","","","","","","","",0,"timeout"
"All Season Roofs","https://www.allseasonroofs.shop","Newark","","error","","","","","","","","","",0,"error"
"Sears Home Improvement Roofing Systems","https://www.searshomeservices.com/improve/roofing-replacement?SID=5304&PID=11&utm_source=iyp&utm_medium=iyp&utm_campaign=Roofing","Scottsdale","","","","","Unknown","","","","","","",75,"success"
"Young Builders","https://www.youngbuilders.com","Glendale","","","","","Unknown","","","","","","",75,"success"
"Dunlap & Sons Roofing Inc","http://www.dunlapandsonsroofing.com","Baltimore","","","","","Unknown","","","","","","",65,"success"
"Bmci Contracting Inc","http://www.clearwaterflroofers.com","St. Petersburg","","","Please call BMCI Contracting Inc now at 727-835-5875 for quality Roofer services in Clearwater, FL.","","Unknown","","","","","Please call BMCI Contracting Inc now at 727-835-5875 for quality Roofer services in Clearwater, FL.","http://www.clearwaterflroofers.com/favicon.ico",75,"success"
"Fick Bros. Roofing & Exterior Remodeling Company","https://fickbros.com","Baltimore","","","We tackle home repair, exterior remodeling, & more to help you fall in love with your home all over again. Our team provides excellent craftsmanship.","https://www.linkedin.com/company/the-fick-bros.-roofing-&-exterior-remodeling-co./, https://www.instagram.com/fickbros/, https://www.facebook.com/FickBros/","Unknown","","","https://www.instagram.com/fickbros/, https://www.facebook.com/FickBros/, https://www.linkedin.com/company/the-fick-bros.-roofing-&-exterior-remodeling-co./","","We tackle home repair, exterior remodeling, & more to help you fall in love with your home all over again. Our team provides excellent craftsmanship.","https://cdn.shortpixel.ai/spai/q_glossy+ret_img+to_webp/fickbros.com/wp-content/uploads/2024/02/cropped-fav.png",80,"success"
"Platinum Painting","http://platinumpaintingaz.localsearch.com","Scottsdale","","","","","Unknown","","","","","","",65,"success"
"Roofing Service in Seminole, FL","http://roofingserviceinseminolefl.localsearch.com","St. Petersburg","","","","","Unknown","","","","","","",65,"success"
"Acker & Guerrero Roof Co","http://ackerguerreroroofco.localsearch.com","Oakland","","","","","Unknown","","","","","","",65,"success"
"Vegas Roofing Experts","http://vegasroofingexperts.localsearch.com","Dallas","","","","","Unknown","","","","","","",65,"success"
"National Roofing Co Inc","http://yellowpages.com/baltimore-md/mip/national-roofing-co-inc-12026583","Baltimore","","","","","Unknown","","","","","","",65,"success"
"ABC Supply","https://www.abcsupply.com/locations/location?BranchNumber=132","North Las Vegas","","","","","Unknown","","","","","","",75,"success"
"Service Painting & Roofing","https://servicepaintingandroofing.com","Dallas","","","","https://www.instagram.com/servicepaintingandroofing, https://www.facebook.com/servicepaintingandroofing","Unknown","","","https://www.instagram.com/servicepaintingandroofing, https://www.facebook.com/servicepaintingandroofing","","","https://img1.wsimg.com/isteam/ip/4090f425-eeb1-4553-8457-75b97caf84b9/favicon/7abf6f3c-f022-437b-8965-62da3b9aa41a.jpg/:/rs=w:16,h:16,m",75,"success"
"Bollinger Roofing Company Inc","http://www.roofingbybollinger.com","Baltimore","","info@roofingbybollinger.com, your@email.com","Get your roofing needs taken care of by Bollinger Roofing Company Inc in Baltimore, Maryland. Give us a call at 410-539-0286 to get a quote.","https://www.facebook.com/Bollinger-Roofing-Company-Inc-175535599644480/","Unknown","","info@roofingbybollinger.com, your@email.com","https://www.facebook.com/Bollinger-Roofing-Company-Inc-175535599644480/","","Get your roofing needs taken care of by Bollinger Roofing Company Inc in Baltimore, Maryland. Give us a call at 410-539-0286 to get a quote.","https://irp.cdn-website.com/e4a4e9ddc5bd44f483e717b3b47c035f/site_favicon_16_1619592020531.ico",85,"success"
"Ridgemax Roofing","https://ridgemaxroofers.com","St. Petersburg","","office@ridgemaxroofers.com","The roofing company you choose for your home or commercial property can make a huge difference. At RidgeMax, LLC, we pay attention to...","","Unknown","","office@ridgemaxroofers.com","","","The roofing company you choose for your home or commercial property can make a huge difference. At RidgeMax, LLC, we pay attention to...","https://ridgemaxroofers.com/wp-content/uploads/2022/02/cropped-ridgemax-favicon-32x32.png",90,"success"
"Hayes Brothers Roofers","https://hayesroofers.online","Newark","","","Choose Hayes Brothers Roofers in Newark, NJ for all your emergency roofing needs. We specialize in storm damage, leaks, and efficient repairs.","","Unknown","","","","","Choose Hayes Brothers Roofers in Newark, NJ for all your emergency roofing needs. We specialize in storm damage, leaks, and efficient repairs.","https://hayesroofers.online/images/favicon-roofing-0.png",80,"success"
"Alanis Roofing Co.","https://alanisroofingnm.com","New OrleansTucsonAlbuquerque","","malanisnca@yahoo.com, mark@alanisroofingnm.com","Family-owned & reliable, Alanis Roofing provides top-quality residential & commercial roofing services throughout NM. Get your free estimate.","","Unknown","","mark@alanisroofingnm.com, malanisnca@yahoo.com","","","Family-owned & reliable, Alanis Roofing provides top-quality residential & commercial roofing services throughout NM. Get your free estimate.","https://alanisroofingnm.com/wp-content/uploads/2023/07/cropped-logobadge-32x32.png",80,"success"
"Bayview Roofing","https://bayviewroofs.com","St. Petersburg","","","Bayview Roofing is a trusted roofing contractor serving Pinellas County Florida and surrounding areas, specializing in residential and commercial roof repair, replacement, and storm damage restoration. Learn more here.","https://www.facebook.com/bayviewroofingcompany/","Unknown","","","https://www.facebook.com/bayviewroofingcompany/","","Bayview Roofing is a trusted roofing contractor serving Pinellas County Florida and surrounding areas, specializing in residential and commercial roof repair, replacement, and storm damage restoration. Learn more here.","https://cdn.prod.website-files.com/67af3a636cfffa46fb676ddc/67b4807c23e6181abd24617c_favicon.png",75,"success"
"Fiano & Sons Plastering","http://www.fianoandsons.com","Scottsdale","","your@email.com","At Fiano & Sons Plastering and Stucco LLC we offer everything from painting to paving your driveway. Call us in Rio Verde, Arizona at 480-837-3093","https://www.facebook.com/pages/Fiano-Sons-Plastering-LLC/163663567030579","Unknown","","your@email.com","https://www.facebook.com/pages/Fiano-Sons-Plastering-LLC/163663567030579","","At Fiano & Sons Plastering and Stucco LLC we offer everything from painting to paving your driveway. Call us in Rio Verde, Arizona at 480-837-3093","https://irp.cdn-website.com/0dc654bb/site_favicon_16_1619620107362.ico",75,"success"
"BMCI Contracting","http://bmcicontracting.localsearch.com","St. Petersburg","","","","","Unknown","","","","","","",50,"success"
"C & W Roofing & Repair","http://cwroofingrepair.localsearch.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"Maryland Flat Roof Service","http://marylandflatroofservice.localsearch.com","Baltimore","","","","","Unknown","","","","","","",50,"success"
"Code Blue Painting & Renovations","http://codebluepaintingrenovations.localsearch.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"Coastal Roofing","http://coastalroofingtx.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"Best Solar Installation","http://bestsolarinstallation550868225.localsearch.com","Oakland","","","","","Unknown","","","","","","",50,"success"
"Rodgers Roofing & Remodeling","","Pittsburgh","","","","","","","","","","","",0,"error"
"NIKO Contracting Co., Inc","","Pittsburgh","","","","","","","","","","","",0,"error"
"Christians Roofers","https://christiansroofers.com","Newark","","error","","","","","","","","","",0,"error"
"Roofing Service in Paradise Valley, AZ","http://roofingserviceinparadisevalleyaz.localsearch.com","Scottsdale","","","","","Unknown","","","","","","",50,"success"
"Discount Redi Roofing","http://discountrediroofing.localsearch.com","Fontana","","error","","","","","","","","","",50,"success"
"Vasquez Jose","http://vasquezjose.localsearch.com","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Stewart's Roofing","https://stewartsroofing.homes","Dallas","","error","","","","","","","","","",0,"error"
"Complete Roofing","https://complete.best","Newark","","error","","","","","","","","","",0,"error"
"Pablo Valberde Roofing","http://pablovalberderoofing.localsearch.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"Roofing Claim Center","http://roofingclaimcentertx.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"Roof tech","http://rooftechnj.localsearch.com","Newark","","","","","Unknown","","","","","","",50,"success"
"Eli's Roof Repair & Restoration","http://elisroofrepairrestorationnm.localsearch.com","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Moore Group Construction","http://mooregroupconstruction.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"AZ Protek","http://azprotek.localsearch.com","Scottsdale","","","","","Unknown","","","","","","",50,"success"
"Royal Roof Co","http://royalroofco.localsearch.com","Boise","","","","","Unknown","","","","","","",50,"success"
"Adu Roofing","https://adurooftx.com/about-us","Dallas","","","","","Unknown","","","","","","https://adurooftx.com/wp-content/uploads/2022/05/cropped-ADU-Roofing-Texas-Logo-SQR-SML-32x32.png",60,"success"
"East Dallas Top Roofing Services","http://eastdallastoproofingservices.localsearch.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"MAC Brothers","http://macbrothers.localsearch.com","Scottsdale","","","","","Unknown","","","","","","",50,"success"
"Roofing & Shingle Repair Service","http://roofingshinglerepairservicetx.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"Salt River Solar & Wind","http://saltriversolarwindaz.localsearch.com","Glendale","","","","","Unknown","","","","","","",50,"success"
"S&M Roofing","http://sandmroofing.com","Baltimore","","simon@sandmroofing.com","S&M Roofing, an experienced professional roofing contractor, is now located in Baltimore MD and servicing homes and businesses throughout the area.","https://www.linkedin.com/in/shimon-s-6a635714a/, https://www.facebook.com/410Roofing/","Unknown","","simon@sandmroofing.com","https://www.facebook.com/410Roofing/, https://www.linkedin.com/in/shimon-s-6a635714a/","","S&M Roofing, an experienced professional roofing contractor, is now located in Baltimore MD and servicing homes and businesses throughout the area.","https://sandmroofing.com/wp-content/uploads/2017/05/favicon.png",65,"success"
"Cornerstone Roofing Inc","http://cornerstoneroofingincnm.localsearch.com","New OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"RayCo Roofing","http://yellowpages.com/victoria-tx/mip/rayco-roofing-8922222","Texas","","","","","Unknown","","","","","","",50,"success"
"A.t Pioneer Roofing","https://atpioneerroofing.com/contact-us","Corpus Christi","","at.pioneer_roofing@att.net","Contact A.T Pioneer Roofing today to get a FREE roofing estimate. Specializing in all metal roofing types.","https://www.facebook.com/atpioneerroofingcrp/","Unknown","","at.pioneer_roofing@att.net","https://www.facebook.com/atpioneerroofingcrp/","","Contact A.T Pioneer Roofing today to get a FREE roofing estimate. Specializing in all metal roofing types.","https://atpioneerroofing.com/wp-content/uploads/2024/04/cropped-1713903391706-d94cf596-a586-4026-9f04-de50ff7d0cef_1-1-32x32.jpg",85,"success"
"HVAC Service in Seminole FL","http://hvacserviceinseminolefl.localsearch.com","St. Petersburg","","","","","Unknown","","","","","","",50,"success"
"Eflores Roofing & Building Inc","http://efloresroofingbuildinginc.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"All Seasons Roofing and Construction","http://allseasonsroofingandconstruction.localsearch.com","Boise","","","","","Unknown","","","","","","",50,"success"
"Advanced Moisture Protection","http://advancedmoistureprotectionmd.localsearch.com","Baltimore","","","","","Unknown","","","","","","",50,"success"
"Hightide Home Pros","http://www.hightidehomepros.com","St. Petersburg","","you@email.com, info@hightidehomepros.com","Your one stop shop for exceptional home improvement. Services include kitchen remodeling, bathroom remodeling, windows & doors, exterior remodeling, drywall installation, painting, roofing, siding, and even flood protection.","https://www.facebook.com/thehightidehandyman/, https://www.instagram.com/hightidehomepros/","Unknown","","you@email.com, info@hightidehomepros.com","https://www.facebook.com/thehightidehandyman/, https://www.instagram.com/hightidehomepros/","","Your one stop shop for exceptional home improvement. Services include kitchen remodeling, bathroom remodeling, windows & doors, exterior remodeling, drywall installation, painting, roofing, siding, and even flood protection.","https://framerusercontent.com/images/FP1FuKiR2GhrjaOje8whaecDvHo.png",65,"success"
"Miguel Tapia Roofing","http://www.tapiaroofing.net","Fremont","","","","","Unknown","","","","","","http://cdn.initial-website.com/favicon.ico",60,"success"
"Ashley Roofing","http://www.ashley-construction.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Arrington Roofing","https://www.arringtonmedia.co","Dallas","","user@domain.com, hello@arringtonmedia.com","Advertising agency focused on motion & stills campaign, paid media, 
 commercials, original Film & TV development & production.","","Unknown","","hello@arringtonmedia.com, user@domain.com","","","Advertising agency focused on motion & stills campaign, paid media, 
commercials, original Film & TV development & production.","https://images.squarespace-cdn.com/content/v1/6638fa332126f4108d40de1b/94d90960-e714-4b16-ad68-b3a4a03fc202/favicon.ico",70,"success"
