category,state,company_name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Glass Repair,Jacksonville FL,Lee & Cates Glass Inc,(904) 278-9160,1415 Kingsley Ave,"Orange Park, FL 32073",FL,32073.0,http://www.leeandcatesglass.com,,100 Years,no,,,"https://www.facebook.com/LeeAndCatesGlass, https://twitter.com/LeeAndCates, https://www.instagram.com/leeandcatesglass/",,"Lee & Cates Glass: Expert glass services in St. Augustine, FL.",https://leeandcatesglass.com/wp-content/uploads/2024/02/cropped-Screenshot_2024-02-21_at_10.49.33_AM-removebg-preview-32x32.png,55,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Auto Glass Smith,(904) 330-1028,,"Jacksonville, FL 32233",FL,32233.0,https://autoglasssmith.com,,,no,,,,,"Adam Taylor is an Orlando Florida Webmaster, Web Designer, Search Engine Optimization SEO Expert & Social Media Strategist.",,70,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Lee & Cates Glass,(904) 241-2800,130 3rd St N,"Jacksonville Beach, FL 32250",FL,32250.0,https://leeandcatesglass.com/location/jacksonville-fl-beach,,100 Years,no,,beaches@leeandcatesglass.com,"https://www.facebook.com/LeeAndCatesGlass, https://twitter.com/LeeAndCates, https://www.instagram.com/leeandcatesglass/",,Find Lee & Cates Glass near you for expert glass services.,https://leeandcatesglass.com/wp-content/uploads/2024/02/cropped-Screenshot_2024-02-21_at_10.49.33_AM-removebg-preview-32x32.png,75,success,USA,Auto Services
Auto Parts,Nashville TN,Whatever It Takes Transm Parts,(615) 870-0903,1212 Gallatin Pike S,"Madison, TN 37115",TN,37115.0,https://www.wittrans.com,,,no,,,,,,,0,timeout,USA,Auto Services
Used Car Parts,Miami FL,The Camaro Place,(305) 635-9935,,,,,,,,no,,,,,,,0,error,USA,Auto Services
Auto Parts,Nashville TN,Covington Diesel,(615) 262-4141,115 Haywood Ln,"Antioch, TN 37013",TN,37013.0,http://www.clarkepowerservices.com,,62 Years,no,,,"https://www.linkedin.com/company/clarke/, https://twitter.com/ClarkeAdvantage, https://www.facebook.com/ClarkeAdvantage",,Clarke Power Services is an industry leader providing individual and comprehensive repairs for all makes and models of on- and off-highway trucks.,http://www.clarkepowerservices.com/ResourcePackages/ClarkePower/assets/images/favicon/apple-touch-icon.png,65,success,USA,Auto Services
Auto Body Parts,Indianapolis IN,Kustom Kolors Collision Repair,(317) 273-8348,9233 E Us Highway 36,"Avon, IN 46123",IN,46123.0,https://kustom-kolors.com,,36 Years,no,,,"https://twitter.com/KustomKolors2, https://www.instagram.com/kustom.kolors, https://www.facebook.com/pg/Kustom-Kolors-102315388395990",,"Kustom Kolors, The Collision Specialist. We are proud to be one of the highest-rated collision repair shops in Avon, Indianapolis.",https://kustom-kolors.com/wp-content/uploads/2020/11/cropped-customcolor_icon_transparent_background-32x32.png,75,success,USA,Auto Services
Tire Shops,Indianapolis IN,Indy Auto Services Inc. Dba Car-X,(317) 831-1215,432 N Monroe St,"Mooresville, IN 46158",IN,46158.0,https://www.carx.com,,,no,,tool-kit@4x-1.png,"https://www.instagram.com/CarX_Man, https://www.facebook.com/CarxAuto",,"Get full-service tire and auto repair done by the experts at Car-X. Shop fast, affordable oil change, tires, brakes and scheduled maintenance services today.",https://www.carx.com/wp-content/uploads/2024/03/favicon.png,75,success,USA,Auto Services
Auto Repair,Orlando FL,Elite Automotiv e,(407) 930-0293,1030 W Amelia St,"Orlando, FL 32805",FL,32805.0,http://yellowpages.com/orlando-fl/mip/multinational-sales-leasing-474712055,,,no,,,,,,,50,success,USA,Auto Services
Towing,Birmingham AL,Cottrell Virginia,(205) 655-6795,406 Meadows Dr,"Birmingham, AL 35235",AL,35235.0,http://yellowpages.com/center-point-al/mip/foster-wrecker-service-348191,,,no,,,,,,,50,success,USA,Auto Services
Towing,Los Angeles CA,Fixcarnow,(213) 617-2605,,,,,http://www.fixcarnow.com,,(11),no,,,"https://www.instagram.com/fixcarnowla/, http://www.facebook.com/pages/Fixcarnow-Inc/64282140078",,,,55,success,USA,Auto Services
Used Car Parts,Miami FL,J Specialist,(305) 545-0649,,,,,,,,no,,,,,,,0,timeout,USA,Auto Services
Towing,Birmingham AL,Kemps Towing & Recovery,(205) 322-7623,3400 2nd Ave S,"Birmingham, AL 35222",AL,35222.0,http://www.weilwrecker.com,,,no,,,"https://www.facebook.com/p/Weil-Wrecker-Service-Inc-100063737972670/, https://www.linkedin.com/company/weil-wrecker-service-inc",,"Welcome to Weil Wrecker Service - Car Towing & Heavy Duty Semi Truck Recovery in Birmingham, AL, your trusted partner for reliable towing and roadside assistance. Explore our services, meet our team, and see how we can help with all your towing needs. Experience top-notch service and professionalism right here in Birmingham.",https://weilwrecker.com/wp-content/uploads/2024/08/Weil-Logo-Usable-150x150.webp,55,success,USA,Auto Services
Oil Change,Indianapolis IN,Valvoline Instant Oil Change,(317) 708-0121,9835 N Michigan Rd,"Carmel, IN 46032",IN,46032.0,https://store.vioc.com/in/carmel/9835-n-michigan-road?utm_source=ext&utm_medium=local&utm_campaign=localsearch,,40 Years,no,,,"https://www.facebook.com/viocofficial, https://www.instagram.com/valvolineinstantoilchange/, https://www.facebook.com/messages/t/336294853122527",,"Valvoline Instant Oil Change℠, located at 9835 N Michigan Road Carmel, IN 46032. Visit us for drive-thru, stay-in-your-car oil changes. Download coupons. Save on oil changes, tire rotation and more.","data:image/x-icon;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAC+UlEQVR42u2WS0hUYRTHRykXBTG0kBLJ9yQ2qGWli6IHLqJcRAstqBbiEIWYODCaUmkPGqMHZhRFEj1My8lHikpmapONM2M+0hnnfe/97vViC3ElESKn7xvUSua7TuYmmgO/5f3Ouf//Oef7ZLJABCIQ/33wPL8Tc9AfWFHcttR5HDee7u95mFgZJwgZHoMRPAWFgNRFVDiMtaV1WhAEhcTPHK81uyBHZ5Ik91UvuFg0hc8K936IEKoyHckENiYOUCydzq07wGO16QEgeHFyfEaYySlM7nk2ArJLXXRKWuB8XRdwuNiFj53OyXVuUz9jjld6E/FxCp/Yo2JAn3sWsGr5iwtwc3zz6TY3BF/pBtllCmWdkKrVAYPQa1/y7R19+GjWEhFFLYDQFx4BIw1N017/5n0XhJN3jRysv/mJnhyztrAWeoZtX10TE6G+G4jnK0zHToAnJpZagNeKlFRg7I4eYgWRvsOGpiIeDEomlxU3gbZJDwiJh6kdLIriGs/gkN2kTF7CimjQ56uB58dznSzfnFo3BkFS0pe+g3036oFDwuMlxxJ3ZprlyfOZL5ukrTBgKywtrTMF3W4IKu+lJ8eNJy96AYZRB8cwjNyv3YCtuGbOVoE7mm4FhxV6mpYOIbeN0tIX1UNlm2GW7Ae/l5PFYglhRqzDfUkpVCtYzKGELJBn3aEnv/gWMioase985R9vSGxF8thL3fchihXl8fshSqmCyMRTEKJu8Cl96Llq6B9z2UlvLWtNI0Eo7j+TB048/78m/6hIgs1bsr0FEMJ2afCMv/+9AI0OqjrNM6Snln1P4DFbxVhtxr7taQtWEOkzEjIXks8jP1r5M/mFdsi63wwsQlf/+rJiRDHe1vhmemDOiutz0i+GWLGaWIGlDy+phmGHZ5D00orcmHgq8j4XaKAjWgkKLH2kMscnG3drIFhdAzUfBr7hTZm4Ylc22Xisw9mlLb0FqrJ7kmhr2smC0qz4uwEvkQ34rw74A+mdwEsrEIH4Z+IHWXlt1EJ24CUAAAAASUVORK5CYII=",65,success,USA,Auto Services
Auto Parts,Nashville TN,Transtar Aftermarket Solutions,(877) 413-1952,1412 Antioch Pike Ste 403,"Antioch, TN 37013",TN,37013.0,https://www.transtar1.com/?utm_source=extnet&utm_medium=yext,,,no,,,"https://www.facebook.com/TranstarIndustriesInc, https://www.instagram.com/transtarind/, https://www.linkedin.com/company/nexamotiongroup",,,https://www.transtaraftermarket.com/wp-content/uploads/cropped-Untitled-design-2-32x32.png,55,success,USA,Auto Services
Oil Change,Indianapolis IN,Take 5 Oil Change,(317) 643-7066,10896 E Us Highway 36,"Avon, IN 46123",IN,46123.0,https://www.take5.com/locations/oil-change/indiana/avon/31112,,,no,,"shop1112@take5oil.com, andy@take5indiana.com, Shop1112@take5oil.com","https://twitter.com/take5_oilchange, https://www.facebook.com/Take5OilChange/, https://www.instagram.com/take5oilchange/",,Stay in your car for a 10 minute oil change at Take 5 Oil Change in Avon at 10896 E US 36. Visit our location near you for fast friendly service!,https://www.take5.com/favicon.ico,85,success,USA,Auto Services
Tire Shops,Indianapolis IN,Indy Tire,(317) 848-1442,1111 Aaa Way,"Carmel, IN 46032",IN,46032.0,http://www.bestoneindy.com,,(2),no,,,,,,,0,timeout,USA,Auto Services
Oil Change,Indianapolis IN,Valvoline Instant Oil Change,(317) 533-7189,2545 Founders Square Dr,"Speedway, IN 46224",IN,46224.0,https://store.vioc.com/in/speedway/2545-founders-square-dr?utm_source=ext&utm_medium=local&utm_campaign=localsearch,,40 Years,no,,,"https://www.facebook.com/viocofficial, https://www.instagram.com/valvolineinstantoilchange/, https://www.facebook.com/messages/t/336294853122527",,"Valvoline Instant Oil Change℠, located at 2545 Founders Square Dr Speedway, IN 46224. Visit us for drive-thru, stay-in-your-car oil changes. Download coupons. Save on oil changes, tire rotation and more.","data:image/x-icon;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAC+UlEQVR42u2WS0hUYRTHRykXBTG0kBLJ9yQ2qGWli6IHLqJcRAstqBbiEIWYODCaUmkPGqMHZhRFEj1My8lHikpmapONM2M+0hnnfe/97vViC3ElESKn7xvUSua7TuYmmgO/5f3Ouf//Oef7ZLJABCIQ/33wPL8Tc9AfWFHcttR5HDee7u95mFgZJwgZHoMRPAWFgNRFVDiMtaV1WhAEhcTPHK81uyBHZ5Ik91UvuFg0hc8K936IEKoyHckENiYOUCydzq07wGO16QEgeHFyfEaYySlM7nk2ArJLXXRKWuB8XRdwuNiFj53OyXVuUz9jjld6E/FxCp/Yo2JAn3sWsGr5iwtwc3zz6TY3BF/pBtllCmWdkKrVAYPQa1/y7R19+GjWEhFFLYDQFx4BIw1N017/5n0XhJN3jRysv/mJnhyztrAWeoZtX10TE6G+G4jnK0zHToAnJpZagNeKlFRg7I4eYgWRvsOGpiIeDEomlxU3gbZJDwiJh6kdLIriGs/gkN2kTF7CimjQ56uB58dznSzfnFo3BkFS0pe+g3036oFDwuMlxxJ3ZprlyfOZL5ukrTBgKywtrTMF3W4IKu+lJ8eNJy96AYZRB8cwjNyv3YCtuGbOVoE7mm4FhxV6mpYOIbeN0tIX1UNlm2GW7Ae/l5PFYglhRqzDfUkpVCtYzKGELJBn3aEnv/gWMioase985R9vSGxF8thL3fchihXl8fshSqmCyMRTEKJu8Cl96Llq6B9z2UlvLWtNI0Eo7j+TB048/78m/6hIgs1bsr0FEMJ2afCMv/+9AI0OqjrNM6Snln1P4DFbxVhtxr7taQtWEOkzEjIXks8jP1r5M/mFdsi63wwsQlf/+rJiRDHe1vhmemDOiutz0i+GWLGaWIGlDy+phmGHZ5D00orcmHgq8j4XaKAjWgkKLH2kMscnG3drIFhdAzUfBr7hTZm4Ylc22Xisw9mlLb0FqrJ7kmhr2smC0qz4uwEvkQ34rw74A+mdwEsrEIH4Z+IHWXlt1EJ24CUAAAAASUVORK5CYII=",65,success,USA,Auto Services
Auto Parts,Nashville TN,Madison Imports,(615) 499-4499,604 Gallatin Pike N,"Madison, TN 37115",TN,37115.0,http://www.madisonimportsoftn.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Body Parts,Indianapolis IN,Ratchet Industries,(317) 858-8180,8701 Motorsports Way Ste 200,"Brownsburg, IN 46112",IN,46112.0,http://ratchetindustries.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Triumph Auto Glass,(904) 249-5573,110 1st St,"Neptune Beach, FL 32266",FL,32266.0,http://www.2mezzalunaneptunebeach.com,,,no,,,,,,,0,timeout,USA,Auto Services
Used Car Parts,Miami FL,Dade Auto Transport Services Inc,(305) 599-0119,,,,,http://dadeautotransportservice.com,,16 Years,no,,,,,,,0,timeout,USA,Auto Services
Oil Change,Indianapolis IN,Malless Auto Service,(317) 329-8039,,,,,http://www.mallessauto.com,,35 Years,no,,,,,,,0,timeout,USA,Auto Services
Towing,Birmingham AL,Foster Wrecker Service,(205) 854-4646,28 22nd Ave NW,"Center Point, AL 35215",AL,35215.0,http://www.fosterwrecker.com,,(3),no,,,,,,,0,timeout,USA,Auto Services
Remanufactured Engines,San Jose CA,European Car Repair,(408) 736-6660,275 N Fair Oaks Ave,"Sunnyvale, CA 94085",CA,94085.0,http://europeancarrepairs.com,,54 Years,no,,,,,,,0,error,USA,Auto Services
Oil Change,Indianapolis IN,Valvoline Instant Oil Change,(317) 534-6377,266 S State Road 135,"Greenwood, IN 46142",IN,46142.0,https://store.vioc.com/in/greenwood/266-south-state-road-135?utm_source=ext&utm_medium=local&utm_campaign=localsearch,,40 Years,no,,,"https://www.facebook.com/viocofficial, https://www.instagram.com/valvolineinstantoilchange/, https://www.facebook.com/messages/t/336294853122527",,"Valvoline Instant Oil Change℠, located at 266 South State Road 135 Greenwood, IN 46142. Visit us for drive-thru, stay-in-your-car oil changes. Download coupons. Save on oil changes, tire rotation and more.","data:image/x-icon;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAC+UlEQVR42u2WS0hUYRTHRykXBTG0kBLJ9yQ2qGWli6IHLqJcRAstqBbiEIWYODCaUmkPGqMHZhRFEj1My8lHikpmapONM2M+0hnnfe/97vViC3ElESKn7xvUSua7TuYmmgO/5f3Ouf//Oef7ZLJABCIQ/33wPL8Tc9AfWFHcttR5HDee7u95mFgZJwgZHoMRPAWFgNRFVDiMtaV1WhAEhcTPHK81uyBHZ5Ik91UvuFg0hc8K936IEKoyHckENiYOUCydzq07wGO16QEgeHFyfEaYySlM7nk2ArJLXXRKWuB8XRdwuNiFj53OyXVuUz9jjld6E/FxCp/Yo2JAn3sWsGr5iwtwc3zz6TY3BF/pBtllCmWdkKrVAYPQa1/y7R19+GjWEhFFLYDQFx4BIw1N017/5n0XhJN3jRysv/mJnhyztrAWeoZtX10TE6G+G4jnK0zHToAnJpZagNeKlFRg7I4eYgWRvsOGpiIeDEomlxU3gbZJDwiJh6kdLIriGs/gkN2kTF7CimjQ56uB58dznSzfnFo3BkFS0pe+g3036oFDwuMlxxJ3ZprlyfOZL5ukrTBgKywtrTMF3W4IKu+lJ8eNJy96AYZRB8cwjNyv3YCtuGbOVoE7mm4FhxV6mpYOIbeN0tIX1UNlm2GW7Ae/l5PFYglhRqzDfUkpVCtYzKGELJBn3aEnv/gWMioase985R9vSGxF8thL3fchihXl8fshSqmCyMRTEKJu8Cl96Llq6B9z2UlvLWtNI0Eo7j+TB048/78m/6hIgs1bsr0FEMJ2afCMv/+9AI0OqjrNM6Snln1P4DFbxVhtxr7taQtWEOkzEjIXks8jP1r5M/mFdsi63wwsQlf/+rJiRDHe1vhmemDOiutz0i+GWLGaWIGlDy+phmGHZ5D00orcmHgq8j4XaKAjWgkKLH2kMscnG3drIFhdAzUfBr7hTZm4Ylc22Xisw9mlLb0FqrJ7kmhr2smC0qz4uwEvkQ34rw74A+mdwEsrEIH4Z+IHWXlt1EJ24CUAAAAASUVORK5CYII=",80,success,USA,Auto Services
Auto Body Parts,Indianapolis IN,Tom O'Brien Chrysler Jeep Dodge - Greenwood,(317) 881-6791,750 Us Highway 31 N,"Greenwood, IN 46142",IN,46142.0,http://www.tomobriengreenwood.com,,(4),no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Indianapolis IN,Indy Tire,(317) 272-4841,7309 E Us Highway 36,"Avon, IN 46123",IN,46123.0,http://www.bestoneindy.com,,(2),no,,,,,,,0,timeout,USA,Auto Services
Used Car Parts,Miami FL,Knapheide Truck Equipment Southeast,(305) 961-9280,2900 NW 73rd St,"Miami, FL 33147",FL,33147.0,https://www.knapheide.com/distributors/knapheide-truck-equipment-center-miami-miami-fl,,22 Years,no,,,,,,,0,timeout,USA,Auto Services
Car Detailing,Tampa FL,Baywash,(813) 252-9752,8523 N Armenia Ave,"Tampa, FL 33604",FL,33604.0,http://www.baywashcarwash.com,,,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Columbus OH,Discount Tire,(614) 478-5338,4147 Morse Xing,"Columbus, OH 43219",OH,43219.0,https://www.discounttire.com/store/oh/columbus/s/1421,,,no,,,,,,,60,success,USA,Auto Services
Car Wheels,San Francisco CA,Wheels of Justice,(415) 546-6000,507 Polk St,"San Francisco, CA 94102",CA,94102.0,https://www.proserver.com,,,no,,woj@proserver.com,,,"Wheels Of Justice supports you in achieving your legal goals from e-filing to court services in the Bay Area, San Francisco, California since 2001| Enquire Now",https://www.proserver.com/images/favicon.webp,80,success,USA,Auto Services
Tire Shops,Indianapolis IN,FC&C 24-Hr Road Service Inc,(317) 894-3884,6128 W 100 S,"New Palestine, IN 46163",IN,46163.0,http://yellowpages.com/new-palestine-in/mip/fc-c-24-hr-road-service-inc-496586717,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Indianapolis IN,Take 5 Oil Change,(317) 813-9644,9519 E Us Highway 36,"Avon, IN 46123",IN,46123.0,https://www.take5.com/locations/oil-change/indiana/avon/31832,,,no,,Shop1832@take5oil.com,"https://twitter.com/take5_oilchange, https://www.facebook.com/Take5OilChange/, https://www.instagram.com/take5oilchange/",,Stay in your car for a 10 minute oil change at Take 5 Oil Change in Avon at 9519 E US Hwy 36. Visit our location near you for fast friendly service!,https://www.take5.com/favicon.ico,100,success,USA,Auto Services
Towing,Birmingham AL,Cash For Junk Cars and Pay More,(800) 757-5211,,"Birmingham, AL 35201",AL,35201.0,http://cashforjunkcarsandpaymore.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Orlando FL,TNT Mobile Detail & Wash,(407) 738-7568,1321 W Church St,"Orlando, FL 32805",FL,32805.0,http://tntmobiledetailwash.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Columbus OH,Brooks and Wade Auto Works,(614) 754-7383,1956 E Walnut St,"Columbus, OH 43205",OH,43205.0,http://brooksandwadeautoworks.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Los Angeles CA,Lara's Tow Service,(323) 231-6262,,,,,http://larastowservice.localsearch.com,,28 Years,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Architectural Glass Glazing,(904) 269-3020,101 Industrial Loop N,"Orange Park, FL 32073",FL,32073.0,http://architecturalglassglazing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Used Car Parts,Miami FL,VIDAL TECHNOLOGIES/ HYDROGEN HYBRID CONVERSION KITS 50% INCREASE IN MPG!,(888) 602-6469,,"North Bay Village, FL 33141",FL,33141.0,http://vidaltechnologieshydrogenhybridconversionkits50increaseinmpg.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Columbus OH,Lay Lay's Collisions,(614) 237-1538,3850 E 5th Ave,"Columbus, OH 43219",OH,43219.0,http://yellowpages.com/columbus-oh/mip/keens-body-fleet-shop-788270,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Orlando FL,Gods Gift Auto Repair,(407) 704-6797,204 N Orange Blossom Trl,"Orlando, FL 32805",FL,32805.0,http://godsgiftautorepairfl.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Birmingham AL,Andy's Towing Inc,(205) 680-2600,100 Flight Dr,"Birmingham, AL 35215",AL,35215.0,http://andystowinginc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Used Car Parts,Miami FL,Metro Ford Inc,(305) 751-9711,9000 NW 7th Ave,"Miami, FL 33150",FL,33150.0,https://www.metrofordmiami.com,,43 Years,no,,flags@2x.png,"https://www.facebook.com/MetroFordMiami, https://twitter.com/MetroFordMiami",,"Shop new and used Ford vehicles in Miami at Metro Ford. Discover great deals, expert service, and a hassle-free car buying experience. Shop with us today!",https://www.metrofordmiami.com/favicon.ico,75,success,USA,Auto Services
Auto Body Parts,Indianapolis IN,Andy Mohr Chevrolet,(317) 839-6551,2712 E Main St,"Plainfield, IN 46168",IN,46168.0,http://www.andymohr.com,,(1),no,,flags@2x.png,https://www.facebook.com/AndyMohrAutomotive/,,"Welcome to Andy Mohr Automotive Group in Indianapolis, IN, serving drivers since 1922. Contact us today.",http://www.andymohr.com/favicon.ico,65,success,USA,Auto Services
Oil Change,Indianapolis IN,Tom O'Brien Chrysler Jeep Dodge -Greenwood,(317) 881-6791,750 Us Highway 31 N,"Greenwood, IN 46142",IN,46142.0,https://www.tomobriengreenwood.com,,101 Years,no,,flags@2x.png,"https://www.facebook.com/TomOBrienGreenwood/, https://twitter.com/search?q=obrienauto&src=typd",,"Tom O'Brien CJDR - Greenwood of Greenwood IN serving Indianapolis, Franklin, Whiteland, is one of the finest Greenwood Chrysler dealers.",https://www.tomobriengreenwood.com/favicon.ico,90,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Best Car Glass,(904) 638-7610,602 Shetter Avenue,"Jacksonville Beach, FL 32250",FL,32250.0,http://bestcarglass548696826.localsearch.com,,26 Years,no,,,,,,,50,success,USA,Auto Services
Towing,Los Angeles CA,Sandoval Auto Service & Tow,(323) 265-8010,,,,,http://sandovalstow.com,,37 Years,no,,sandovalstowing.fontana@gmail.com,https://www.facebook.com/Sandovalstowin,,Trust Sandoval’s Towing for affordable and professional light to heavy towing service and roadside assistance. Our bilingual team is ready 24/7 to serve Rancho Cucamonga and surrounding areas.,https://sandovalstow.com/wp-content/uploads/2020/09/cropped-sandovals-towing-32x32.png,65,success,USA,Auto Services
Remanufactured Engines,San Jose CA,Tj Automotive,(408) 773-0710,135 N Wolfe Rd,"Sunnyvale, CA 94086",CA,94086.0,http://tjautomotiveca.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Columbus OH,Three Star Auto Sales & Service,(614) 414-7273,2250 Innis Rd,"Columbus, OH 43224",OH,43224.0,http://yellowpages.com/columbus-oh/mip/bob-caldwell-chrysler-dodge-jeep-ram-465015248,,21 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Los Angeles CA,Zulus Towing,(213) 384-8578,,,,,http://zulustowing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Orlando FL,Open Autocare,(407) 204-0764,22 Lake Beauty Dr,"Orlando, FL 32806",FL,32806.0,http://openautocarefl.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Indianapolis IN,30 60 90 Tool Walos Auto Service,(317) 834-6840,540 S State Road 67,"Mooresville, IN 46158",IN,46158.0,http://306090toolwalosautoservice.localsearch.com,,21 Years,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Orange Park Glass & Mirror Inc,(904) 276-9643,369 Blanding Blvd,"Orange Park, FL 32073",FL,32073.0,http://orangeparkglassmirrorinc.localsearch.com,,17 Years,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Nashville TN,Danny's Automotive Service,(615) 847-0064,100 Park Cir,"Old Hickory, TN 37138",TN,37138.0,http://yellowpages.com/old-hickory-tn/mip/all-points-automotive-5361706,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Repair,Orlando FL,Meteoric Auto Repair,(321) 209-7386,232 N Orange Blossom Trl,"Orlando, FL 32805",FL,32805.0,http://meteoricautorepairfl.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Gerber Collision & Glass,(904) 269-8101,629 Park Ave,"Orange Park, FL 32073",FL,32073.0,https://www.gerbercollision.com/locations/orange-park-park-ave-fl,,(2),no,,,"https://www.linkedin.com/company/gerbercollision, https://www.facebook.com/gerbercollision",,Gerber Collision & Glass Orange Park - 629 Park Ave offers collision auto body repair with a lifetime guarantee. Call 904-269-8101,https://www.gerbercollision.com/favicon.ico,75,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Gerber Collision & Glass,(904) 298-2982,1011 Blanding Blvd,"Orange Park, FL 32065",FL,32065.0,https://www.gerbercollision.com/locations/orange-park-blanding-blvd-fl,,(5),no,,,"https://www.linkedin.com/company/gerbercollision, https://www.facebook.com/gerbercollision",,Gerber Collision & Glass Orange Park - 1011 Blanding Blvd offers collision auto body repair with a lifetime guarantee. Call 904-298-2982,https://www.gerbercollision.com/favicon.ico,85,success,USA,Auto Services
Oil Change,Indianapolis IN,Jiffy Lube,(317) 272-0033,7825 E Us Highway 36,"Avon, IN 46123",IN,46123.0,https://www.jiffylube.com/locations/in/avon/3330,,(9),no,,,"https://twitter.com/jiffylube, https://www.facebook.com/jiffylube",,"15-minute oil changes, tire replacement & tire installation in Avon, IN. See full services, business hours, & more!",https://jiffylube-assets1.imgix.net/favicons/apple-touch-icon-57x57.png,75,success,USA,Auto Services
Auto Parts,Nashville TN,Magic Tire Shop & Auto,(615) 208-7420,1488 Gallatin Pike N,"Madison, TN 37115",TN,37115.0,https://www.magictireshop.net,,,no,,majiddwakat1986@gmail.com,,,"Get tire sales and installation and auto maintenance with fast service. Learn more! Serving Northern Middle-Tennessee and Southern Kentucky. Nashville, TN.",https://cdn.hibuwebsites.com/60d6ceda4fa54df78f4fb35f70e33536/site_favicon_16_1762539665977.ico,70,success,USA,Auto Services
Remanufactured Engines,San Jose CA,EMT Auto Repair,(408) 370-7043,3030 Winchester Blvd,"Campbell, CA 95008",CA,95008.0,http://emtautorepair.localsearch.com,,,no,,,,,,,0,timeout,USA,Auto Services
Used Car Parts,Miami FL,2000 Used Auto Parts,(305) 688-6264,,"Opa Locka, FL 33054",FL,33054.0,http://2000usedautoparts.com,,14 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Nashville TN,Southern Tire Mart,(629) 216-4450,3515 Hermitage Industrial Dr,"Hermitage, TN 37076",TN,37076.0,https://www.stmtires.com/locations/store-242,,53 Years,no,,,,,,,0,timeout,USA,Auto Services
Oil Change,Indianapolis IN,Greene's Auto Service South (Center Grove),(317) 881-5967,976 S Morgantown Rd,"Greenwood, IN 46143",IN,46143.0,http://www.greenesautoservicesouth.com,,(2),no,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,,"This domain used to be connected to a Wix website. Learn how to reconnect it, or create your own website.",https://www.wix.com/favicon.ico,60,success,USA,Auto Services
Oil Change,Indianapolis IN,Meineke Car Care Center,(317) 296-6659,2575 E Main St,"Plainfield, IN 46168",IN,46168.0,https://www.meineke.com/locations/in/plainfield-2610,,(1),no,,meinekebrian@yahoo.com,"https://www.facebook.com/meinekecarcareusa, https://www.instagram.com/meinekecarcare/",,"Need quality auto repair in or near Plainfield, IN? Meineke #2610 has skilled mechanics ready to help. Get directions and stop by for service today!",https://www.meineke.com/favicon.ico,75,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Flys Auto Glass,(904) 425-5419,151 College Drive,"Orange Park, FL 32065",FL,32065.0,http://flysautoglass549004667.localsearch.com,,18 Years,no,,,,,,,0,timeout,USA,Auto Services
Used Car Parts,Miami FL,AUTOMOBIS INC,(786) 440-0094,1014 Salzedo st,"Coral Gables, FL 33134",FL,33134.0,http://automobisinc.localsearch.com,,11 Years,no,,,,,,,50,success,USA,Auto Services
Used Car Parts,Miami FL,A-Auto Parts Specialist,(786) 356-0205,,,,,http://aautopartsspecialist.localsearch.com,,21 Years,no,,,,,,,50,success,USA,Auto Services
